DA,G,N,E,KT002001EH1R3,S,Ch,KR185001E,KR167001E,KR173001E,KR170001E,KR176001E,KR107001E,KR168001E,KR174001E,KR171001E,KR075001E,KR110001E,KR169001E,KR175001E,KR178001E,KR078001E,KR113001E,household_id,HR,Tip
32,1,1,14,1,2,0,10,1,33,1,1,6,1,32,1,1,6,1,31,1,1,7,1411094800,2,3
55,2,1,15,1,1,2,7,2,54,1,1,7,2,55,1,1,7,2,50,1,1,7,1111094900,5,4
69,1,1,14,3,1,3,8,1,68,1,1,7,1,68,1,7,7,1,70,2,7,7,1111095400,2,3
50,1,1,15,1,2,3,6,1,46,1,1,5,1,42,1,1,6,2,42,1,1,6,1111095700,5,4
46,2,1,4,1,1,2,12,2,44,1,1,6,2,48,1,1,6,2,42,1,1,6,1111096400,4,4
43,1,1,6,1,1,2,3,1,44,1,1,6,1,44,1,1,7,1,44,1,1,6,1111096400,4,4
69,1,1,16,3,1,5,20,1,60,1,1,7,1,64,1,1,7,1,62,1,1,7,1111096800,2,3
36,2,1,14,1,1,2,3,2,35,1,1,5,2,36,1,2,5,2,37,1,1,7,1311096800,4,4
40,1,1,15,1,1,2,3,1,43,1,3,7,1,40,1,1,7,1,39,1,15,7,1311096800,4,4
28,2,1,15,1,2,0,8,2,28,1,1,7,1,29,1,1,7,1,30,1,1,7,1811096800,2,3
41,2,1,15,1,3,2,10,2,40,1,1,7,2,41,1,1,7,2,37,1,15,3,1111097200,3,5
55,2,1,15,1,4,2,5,2,54,1,1,5,2,48,1,1,7,2,60,1,1,7,1111097400,2,5
26,1,1,13,1,2,0,10,1,25,1,1,7,1,26,1,1,6,1,26,1,1,6,1111097400,2,5
69,1,1,15,3,1,2,3,1,66,1,1,7,1,63,1,7,6,1,69,1,7,4,1111097600,3,3
60,2,2,5,1,5,1,4,2,62,1,1,6,2,60,1,7,7,2,60,1,7,7,1111098100,1,1
58,2,1,15,1,1,2,10,2,59,1,1,4,2,57,1,6,4,2,58,1,1,6,1111098400,4,4
68,1,2,15,3,1,2,5,1,60,1,1,7,1,73,1,7,7,1,59,1,1,6,1111098400,4,4
35,1,1,14,1,2,0,5,1,36,1,1,4,1,34,1,1,7,1,36,3,1,7,1611098800,1,1
49,1,1,5,1,1,2,3,1,49,1,1,4,1,49,1,1,4,1,49,1,11,6,1111098900,4,4
21,2,1,13,1,2,0,20,1,21,1,1,6,1,19,1,1,3,2,21,1,15,6,1111098900,4,4
48,1,1,4,3,1,2,4,1,46,1,2,6,1,51,1,1,3,1,50,2,1,3,1111099200,4,4
48,2,2,6,2,1,2,10,2,47,1,2,7,2,47,1,1,4,2,46,1,2,6,1111099200,4,4
39,2,1,4,1,1,0,10,2,40,1,1,7,2,38,1,1,7,2,37,1,1,5,1111099600,2,3
42,1,1,6,1,1,0,10,1,40,1,1,6,1,42,1,1,7,1,45,2,1,7,1111099600,2,3
46,1,3,3,1,1,5,20,1,40,1,3,4,1,50,1,1,6,1,42,1,1,7,1111100000,6,4
34,2,3,4,1,1,5,10,2,46,1,3,2,2,50,1,1,7,2,30,3,1,6,1111100000,6,4
37,1,1,16,1,1,1,4,1,36,1,1,5,1,37,1,1,7,1,26,3,8,6,1411100600,3,4
35,2,1,16,1,1,1,3,2,34,1,1,7,2,34,1,1,7,2,37,1,1,7,1411100600,3,4
34,1,1,16,1,2,0,5,1,34,1,1,7,1,34,1,1,7,1,34,1,1,7,1711100600,2,3
29,2,1,16,1,2,0,6,2,33,1,1,7,2,34,1,1,7,1,35,1,1,7,1711100600,2,3
46,2,1,4,1,1,2,12,2,45,1,1,2,2,43,1,2,5,1,46,2,2,6,1111100900,4,4
35,1,1,6,1,2,0,3,1,32,1,1,6,1,35,1,1,4,1,36,1,1,4,1111101200,2,3
61,2,1,3,3,1,1,3,2,65,1,1,2,2,65,1,7,2,2,73,2,7,2,1111101300,2,3
63,1,1,3,1,1,1,6,1,64,1,1,3,1,57,1,1,4,1,45,3,1,3,1111101300,2,3
46,2,2,6,2,1,2,7,1,48,1,1,4,1,40,1,1,6,2,56,2,2,5,1111101400,4,4
46,1,1,5,1,1,2,8,1,40,1,3,4,2,50,1,1,4,1,40,1,1,7,1111101400,4,4
16,2,1,4,3,2,0,5,2,16,1,1,4,1,16,1,8,4,2,16,1,8,4,1111101400,4,4
56,2,2,7,1,2,0,5,2,52,1,2,7,2,60,1,1,3,2,48,1,1,7,1111101600,2,5
29,2,1,4,3,2,2,10,2,36,1,1,3,2,33,1,15,4,2,35,1,15,3,1311102100,3,5
71,2,1,3,3,1,2,6,2,68,3,1,4,2,65,1,7,7,2,67,1,7,6,1111103100,3,4
77,1,1,6,3,5,3,6,1,67,1,1,5,1,68,1,7,5,1,69,1,7,4,1111103200,2,3
69,2,1,5,3,5,2,3,2,43,4,1,4,2,66,1,7,4,2,66,1,7,5,1111103200,2,3
38,2,3,14,2,4,1,15,2,35,1,1,6,2,40,1,1,4,1,34,3,1,7,1111103400,1,1
48,1,1,5,1,1,2,3,1,45,1,1,3,1,45,1,1,3,1,45,1,1,3,1111103700,4,4
18,1,1,9,3,2,0,5,1,18,1,1,5,2,17,1,8,5,1,17,1,8,5,1111103700,4,4
41,2,1,4,1,1,2,10,2,37,1,1,3,2,40,1,1,6,1,50,1,1,7,1111103800,4,4
43,1,1,5,1,1,2,10,2,40,1,1,3,1,50,1,1,6,1,52,2,1,6,1111103800,4,4
56,1,1,5,1,1,1,4,1,51,1,1,4,2,47,1,1,4,2,36,1,1,6,1111104000,2,3
53,2,1,4,1,1,1,4,2,47,1,2,6,2,53,1,1,5,2,42,1,1,5,1111104000,2,3
31,2,1,15,1,1,2,5,2,31,1,1,6,2,30,1,1,7,2,30,1,1,7,1611104000,4,4
30,1,1,9,1,1,2,3,1,30,1,1,7,1,34,1,1,6,1,35,2,1,7,1611104000,4,4
60,2,1,6,3,1,3,8,2,53,1,1,4,2,54,1,6,6,2,55,1,6,5,1111104300,2,3
65,1,1,5,3,1,3,3,2,59,5,1,6,2,38,4,1,7,1,38,1,1,7,1111104300,2,3
37,1,1,6,1,2,2,6,1,39,3,1,6,2,40,3,1,6,1,38,1,1,4,1311104300,4,4
33,2,1,5,1,2,2,3,2,38,1,1,7,2,33,3,1,6,1,35,1,6,6,1311104300,4,4
62,2,1,5,3,1,3,15,2,62,1,1,4,2,62,1,7,4,2,62,1,7,4,1111105200,2,3
76,2,1,4,3,1,3,4,2,66,1,2,3,1,82,1,7,6,2,79,1,11,3,1111105900,2,3
55,1,1,8,1,1,2,4,1,54,1,1,4,1,54,1,1,4,1,53,1,1,5,1111106400,3,4
52,2,2,6,1,1,2,6,2,51,1,1,4,2,50,1,1,5,2,53,1,1,7,1111106400,3,4
53,2,1,5,1,1,2,4,2,53,1,2,4,1,53,1,1,4,1,46,1,1,6,1111106500,3,4
30,2,1,14,1,2,0,4,2,30,1,1,7,2,29,1,15,7,2,31,1,1,7,1911106500,2,3
54,1,1,7,1,1,2,4,1,55,1,2,7,1,51,1,1,6,1,55,1,15,4,1111107800,3,4
53,2,2,4,2,1,2,4,2,54,1,1,7,1,56,1,1,7,2,52,2,15,6,1111107800,3,4
50,1,2,4,1,1,2,6,1,54,1,3,4,1,38,1,1,5,1,32,1,1,7,1111107900,3,4
22,1,1,9,2,2,0,7,1,21,1,1,5,1,21,1,8,6,1,23,1,15,4,1111107900,3,4
29,2,1,16,1,2,0,5,2,29,1,3,7,2,34,5,1,7,2,28,1,1,7,2011107900,1,1
50,2,1,14,1,1,2,5,2,50,1,1,7,2,48,1,1,6,2,51,1,1,5,1111108000,4,4
21,1,1,13,1,2,0,6,1,21,1,1,7,1,21,1,8,7,1,21,1,8,5,1111108000,4,4
60,2,1,4,1,1,1,15,2,38,1,2,5,2,63,1,1,6,2,58,1,9,5,1111108400,2,3
51,2,1,5,2,1,2,5,2,47,1,1,4,2,46,1,1,4,2,45,1,1,4,1111109300,4,4
24,2,1,14,3,2,0,7,2,23,1,1,4,2,24,1,1,7,1,27,1,1,4,1111109300,4,4
17,1,1,9,3,2,0,4,1,16,1,1,4,1,17,1,8,3,1,17,1,8,4,1111109300,4,4
36,2,1,15,1,1,0,4,1,36,1,1,7,2,38,1,1,4,2,35,3,2,7,1511109900,2,3
17,2,1,9,3,2,0,5,1,17,1,1,3,1,17,1,8,3,2,16,1,8,3,2011110600,3,5
50,1,1,14,1,1,2,3,1,36,1,1,7,1,33,1,1,5,1,50,1,1,5,1111111100,4,4
43,2,1,15,1,1,2,3,2,40,1,1,7,2,42,1,1,7,2,41,1,1,7,1111111100,4,4
55,2,1,15,1,1,1,5,2,56,2,1,7,2,45,1,1,7,2,55,1,1,7,1111111200,3,4
24,2,1,8,3,2,0,10,2,23,1,1,5,2,23,1,8,5,1,23,1,8,5,1111111200,3,4
68,1,1,6,3,1,3,8,1,70,1,1,5,1,71,1,7,4,1,67,1,7,4,1111111300,3,4
61,2,1,7,1,1,3,18,2,66,1,1,4,2,67,2,7,6,2,47,1,1,5,1111111300,3,4
65,2,1,7,1,1,1,4,2,60,1,1,4,1,63,1,7,7,2,42,1,8,6,1111111500,2,3
45,2,1,4,1,1,2,4,2,42,1,1,7,2,40,1,1,6,2,44,1,1,6,1111111600,4,4
60,2,1,8,1,1,0,4,2,54,1,1,7,2,64,1,7,5,2,50,1,1,7,1111111800,2,3
62,1,1,14,3,1,0,10,1,59,1,1,6,1,73,1,7,3,2,59,1,1,6,1111111800,2,3
35,1,1,6,1,1,1,5,1,34,1,1,6,1,40,1,1,4,2,30,1,1,7,1311112000,3,4
36,2,1,14,1,1,1,7,2,37,1,1,7,2,36,1,2,7,2,32,3,2,7,1311112000,3,4
66,1,1,4,3,1,2,3,1,55,1,1,4,1,48,1,15,4,1,66,2,7,4,1111112700,2,3
61,2,1,4,3,1,2,3,2,55,1,2,4,2,44,1,15,4,2,60,2,1,7,1111112700,2,3
50,2,1,5,1,1,2,8,2,51,1,1,6,2,52,1,1,6,2,50,1,15,6,1111113200,4,4
27,1,1,13,1,2,0,7,1,27,1,1,5,2,25,1,1,7,2,27,1,1,7,2111113400,2,3
27,2,1,15,1,2,0,6,2,26,1,1,7,2,30,1,1,7,2,27,1,1,7,2111113400,2,3
21,1,1,13,3,2,0,3,1,21,1,1,5,1,21,1,8,5,1,25,1,8,5,1111113400,4,4
69,1,2,3,3,5,3,6,1,70,1,2,4,1,65,1,7,4,1,70,2,7,4,1916113500,1,1
61,2,1,14,3,1,3,4,2,60,1,1,5,1,55,3,1,7,2,58,1,1,5,1111113700,4,4
32,2,1,14,1,2,0,4,2,35,1,1,7,1,34,1,1,7,2,32,1,15,5,1411113700,2,3
56,2,1,14,1,1,2,12,1,60,5,1,7,2,56,1,1,7,2,55,1,1,7,1111113800,3,4
72,2,1,4,3,1,3,8,2,69,1,1,3,2,72,1,7,4,2,71,1,11,4,1111114200,2,3
81,1,1,5,3,1,3,12,1,80,1,1,4,1,70,1,7,6,1,60,1,7,5,1111114200,2,3
70,1,1,14,3,1,3,6,1,66,1,2,7,2,66,1,7,7,1,70,1,7,7,1111114800,2,3
65,2,2,14,3,1,3,6,1,63,1,2,7,2,61,1,7,4,2,63,2,7,4,1111114800,2,3
36,2,1,15,1,5,0,5,2,32,1,1,7,2,40,3,1,7,2,40,1,1,7,1211114800,1,1
68,1,1,4,3,1,3,10,2,60,1,1,7,1,65,1,7,6,1,70,1,7,2,1111116200,4,3
36,2,1,15,1,1,1,6,1,36,1,1,7,2,35,1,1,7,2,35,1,15,7,1311116600,3,4
54,1,2,4,1,1,2,3,1,56,1,2,4,1,53,1,15,4,1,53,2,1,4,1111117000,4,4
16,1,1,4,3,2,0,12,1,15,1,1,3,1,15,1,8,3,1,15,1,8,3,1111117000,4,4
65,1,1,4,3,1,2,3,1,55,1,1,6,1,56,1,1,4,1,73,1,7,6,1111117400,2,3
42,1,1,6,1,1,3,4,1,43,1,1,4,1,37,1,1,6,1,30,1,1,6,1111117700,5,4
18,1,1,9,3,2,0,5,2,15,1,1,4,1,16,5,8,4,1,17,1,8,4,1111117800,4,4
20,1,1,9,3,2,0,3,1,17,1,3,2,2,16,1,8,4,1,25,3,1,2,1111117800,4,4
44,1,1,15,1,1,2,12,1,43,1,1,7,1,44,1,1,7,1,44,1,1,6,1111118500,4,4
42,2,1,15,1,1,2,7,1,40,5,1,6,2,42,1,1,7,2,44,1,6,6,1111118500,4,4
31,1,1,12,1,2,0,5,1,34,1,1,6,1,32,1,1,7,1,21,1,8,7,1311119000,2,3
26,2,1,9,1,2,0,3,2,24,1,1,6,2,32,1,6,5,2,27,1,1,7,1311119000,2,3
32,2,1,15,1,2,0,4,1,32,1,1,7,1,33,5,1,6,1,32,1,1,7,1911119100,2,3
35,1,1,14,1,2,0,5,1,35,1,1,7,1,35,1,1,7,1,52,1,1,6,1911119100,2,3
28,2,1,11,1,2,0,5,1,27,1,1,5,2,29,1,1,5,1,30,1,1,4,1811119100,2,3
22,1,1,13,3,2,0,15,1,21,1,1,5,2,45,1,1,5,1,28,1,1,7,1111119100,3,4
34,2,1,16,1,1,1,5,2,34,1,1,7,1,32,5,1,7,2,32,1,1,7,1311119400,3,4
32,1,1,16,1,1,1,10,1,32,1,1,7,1,32,1,1,7,2,34,1,1,7,1311119400,3,4
34,1,1,15,1,2,0,5,1,34,1,1,7,1,33,1,1,5,1,34,1,1,7,2111119710,1,1
23,2,1,14,3,2,0,5,2,22,1,1,5,1,35,1,1,7,2,22,1,8,7,2111119700,2,3
49,2,1,6,2,1,1,4,2,43,1,1,4,2,44,1,6,5,2,48,1,1,4,1111119900,3,4
77,2,1,4,3,1,2,6,2,90,1,1,3,2,73,1,6,3,2,82,1,6,2,1111120200,2,3
44,1,1,5,2,3,0,4,1,46,1,1,3,1,47,1,1,3,2,54,1,15,3,1111120300,2,3
65,1,1,3,1,1,1,3,1,74,1,1,2,1,65,1,1,2,1,64,1,1,2,1111121000,4,7
50,1,1,4,1,1,2,8,1,55,1,1,4,1,50,1,1,4,1,50,1,1,4,1111121200,4,4
48,2,1,4,1,1,2,7,2,43,1,1,4,2,46,1,1,4,2,43,1,2,6,1111121200,4,4
21,2,1,13,1,2,0,30,2,25,1,1,6,2,20,1,8,4,2,35,1,8,6,1111121200,4,4
51,2,1,5,1,1,2,6,1,51,1,1,5,2,50,1,1,6,2,55,1,6,3,1111121300,4,4
25,2,1,14,1,2,0,8,2,24,1,1,7,2,24,1,15,6,2,25,1,1,7,1111121300,4,4
35,2,1,6,1,4,1,15,2,36,1,1,6,2,34,1,1,5,1,30,1,1,6,1811121500,2,5
40,2,1,14,1,1,2,12,2,40,1,1,7,1,50,1,1,6,2,32,1,1,7,1611121600,4,4
42,1,1,14,1,1,2,15,1,44,1,1,7,1,46,1,1,7,2,35,2,1,7,1611121600,4,4
38,2,1,15,1,2,0,7,2,41,1,1,7,2,43,1,1,6,1,52,1,1,7,1411121600,1,1
63,1,1,3,3,1,1,6,1,65,1,1,2,1,60,1,7,6,1,70,1,7,2,1111121700,2,3
63,2,1,4,3,1,1,3,2,65,1,1,6,2,61,1,11,2,2,72,1,7,2,1111121700,2,3
73,2,2,3,3,5,0,8,2,73,1,2,2,2,69,1,7,2,2,70,2,11,2,1111121800,1,1
32,2,1,6,2,1,0,10,2,54,2,1,4,2,31,1,1,6,1,34,1,1,6,1411121900,2,3
32,2,1,14,1,1,1,8,2,33,1,1,4,2,33,1,1,7,1,36,1,1,7,1411122100,3,4
34,2,1,8,1,3,0,3,1,58,1,1,7,2,36,1,2,7,2,33,2,15,7,1111122100,2,2
60,2,1,4,3,1,2,6,2,44,5,1,7,1,50,1,1,3,2,55,1,6,5,1111122300,3,3
66,2,1,4,3,1,2,3,2,65,1,1,3,2,68,1,6,3,1,63,1,7,7,1111123500,2,3
69,2,1,5,3,5,2,7,2,68,1,1,6,2,52,5,1,7,2,60,1,6,3,1111124300,1,1
30,2,1,15,1,1,1,3,2,30,1,1,7,2,30,1,1,7,2,29,1,1,7,1511124400,3,4
29,1,1,14,1,1,1,4,1,29,1,1,6,1,29,1,1,4,1,31,1,1,7,1511124400,3,4
55,1,1,7,3,1,1,5,1,54,1,1,4,1,49,1,1,5,2,49,1,6,5,1111124400,2,3
81,1,1,14,3,1,4,6,1,82,1,1,3,1,62,1,7,7,1,60,1,7,7,1111125200,2,3
74,1,1,4,3,2,0,3,1,80,1,1,3,1,81,5,7,3,1,78,1,7,3,1111125300,2,2
78,2,1,3,3,5,2,4,2,78,1,1,3,1,75,1,6,3,2,78,1,6,3,1111125300,2,2
58,1,1,4,1,1,2,6,1,66,1,1,4,2,64,1,7,7,1,60,1,1,3,1111125500,4,4
73,1,1,4,3,3,0,3,2,50,5,1,4,1,60,5,1,6,1,70,1,7,3,1111125600,1,1
58,1,1,4,1,1,2,3,1,54,3,1,3,1,53,1,1,6,1,49,1,1,3,1111126000,4,4
49,2,1,5,3,1,2,3,2,49,1,1,3,2,49,1,1,6,2,49,1,2,6,1111126000,4,4
41,1,1,4,1,2,0,4,1,36,1,1,4,1,51,1,1,6,2,46,1,1,7,1111126200,3,4
62,2,1,4,2,1,2,4,2,55,1,1,5,2,55,1,1,5,2,55,1,1,5,1111126300,3,4
46,1,1,14,1,1,2,5,1,47,1,1,4,1,47,1,1,4,1,40,1,1,4,1111126500,4,4
46,2,1,15,1,1,2,20,2,46,1,1,7,2,48,1,1,7,2,53,1,9,7,1111126500,4,4
60,1,1,4,1,3,1,5,1,62,1,1,7,2,64,1,6,5,1,32,1,1,5,1111127200,1,1
70,2,1,14,3,5,3,5,2,70,1,1,7,2,70,1,7,7,2,66,1,7,7,1911127300,1,1
78,2,1,4,3,5,1,3,2,47,1,1,3,2,67,1,6,3,2,86,1,6,6,1111127900,1,1
76,2,2,3,3,1,4,4,2,48,4,3,5,1,45,4,1,6,1,42,1,1,6,1111128000,2,3
60,1,1,7,2,1,1,8,1,60,1,1,5,1,61,1,7,5,1,62,1,1,5,1111128800,2,3
59,2,2,14,1,1,1,8,2,58,1,1,7,1,60,1,1,5,2,56,2,6,4,1111128800,2,3
27,2,1,15,1,2,0,5,2,25,5,1,7,2,24,1,1,7,2,27,1,15,5,1911129000,2,3
26,1,1,4,1,2,0,3,1,28,1,1,4,1,26,1,15,4,1,26,1,1,4,1911129000,2,3
47,2,1,15,1,1,2,6,2,49,1,1,4,2,50,1,1,4,2,40,1,1,7,1111129200,4,4
49,1,1,4,1,1,2,10,1,46,1,1,4,1,23,1,1,4,1,44,1,1,4,1111129200,4,4
20,2,1,13,1,2,0,4,2,23,1,2,7,2,22,1,8,5,2,20,1,8,6,1111129200,4,4
16,2,1,4,3,2,0,5,1,17,1,1,4,2,17,1,8,4,2,15,1,8,3,1111129200,4,4
50,1,1,4,1,4,2,3,1,50,1,1,4,1,52,1,15,4,1,51,1,15,4,1811129400,1,1
60,1,1,14,1,1,3,5,1,57,1,1,4,1,60,1,7,4,1,60,1,1,4,1111129500,2,3
32,1,1,11,1,2,0,8,1,32,1,1,5,1,32,1,1,6,1,33,1,1,4,1911129500,1,1
35,1,1,15,1,1,0,7,1,34,1,2,7,1,34,1,1,7,1,34,2,1,7,1611129500,2,3
32,2,1,15,1,1,0,5,2,34,1,1,7,2,31,5,1,7,2,33,1,15,7,1611129500,2,3
30,2,1,15,1,1,1,4,2,34,1,1,7,2,31,1,1,7,2,31,1,15,6,1811129500,3,4
36,1,1,5,1,1,1,5,1,37,1,1,7,1,36,1,1,4,1,36,1,1,6,1811129500,3,4
29,2,1,12,1,2,0,5,2,26,1,1,7,2,28,1,1,7,1,31,2,1,6,1911129700,2,2
31,1,2,16,1,2,0,7,1,30,1,2,7,2,30,1,2,7,2,30,2,1,7,1911129700,2,2
24,1,1,11,3,2,0,5,2,24,1,1,7,1,23,1,2,4,1,24,1,1,6,1111130100,3,4
80,1,1,4,3,1,2,8,1,73,1,1,2,1,62,1,1,7,1,55,1,1,4,1111130200,2,3
69,2,1,5,3,1,2,3,2,67,1,1,4,2,68,1,7,6,2,67,1,7,3,1111130300,2,3
41,1,1,6,1,2,0,3,1,40,1,1,5,1,39,1,1,7,1,42,1,1,5,2011130300,1,1
81,2,1,4,3,5,4,8,2,84,1,1,4,2,82,1,7,3,2,80,1,6,3,1111131200,1,1
64,1,1,4,1,2,0,5,1,65,1,1,2,1,70,1,7,2,1,68,1,7,2,1111131300,1,1
64,2,1,6,3,2,0,3,1,45,1,1,7,2,64,1,1,3,2,64,1,6,3,1111131400,2,5
35,2,1,15,1,1,1,6,2,35,1,1,7,2,35,1,1,7,2,36,1,1,7,1611132010,3,4
33,2,1,16,1,1,1,4,2,35,3,1,7,2,30,3,1,7,2,58,1,1,5,1611132000,3,4
30,2,1,15,1,2,0,6,2,32,5,1,6,2,30,1,1,7,1,37,1,1,5,2111132000,1,1
73,1,1,4,3,1,2,3,1,55,1,1,3,1,50,1,1,3,1,65,1,7,3,1111132300,2,3
38,1,1,15,1,1,2,10,1,38,1,1,6,1,38,1,1,6,2,37,1,1,7,1511132400,4,4
59,1,1,5,3,1,2,6,1,58,1,1,7,1,58,1,7,6,1,61,2,7,5,1111132700,2,3
32,2,1,16,1,4,0,20,2,32,1,1,7,2,36,1,1,7,2,34,1,1,7,1411132700,1,1
68,1,1,3,3,1,2,4,1,55,1,1,6,1,43,1,1,6,1,65,1,7,5,1111132900,2,3
47,1,1,15,1,1,2,5,2,41,3,1,7,1,47,1,1,6,1,41,1,1,7,1111133100,3,4
45,2,1,14,1,1,2,8,2,44,1,1,7,2,30,1,1,7,2,45,1,1,7,1111133100,3,4
18,2,1,9,3,2,0,4,1,19,1,1,4,2,17,1,8,4,2,22,1,8,5,1111133400,3,4
21,2,1,13,3,2,0,7,2,21,1,1,5,2,20,1,8,5,1,21,1,8,5,1111133600,5,4
38,2,1,14,1,1,1,4,2,38,1,1,7,2,27,1,1,6,2,33,1,1,7,1911134000,3,4
38,1,1,15,1,1,1,4,1,42,1,1,7,1,38,1,2,7,1,37,1,15,6,1911134000,3,4
44,1,1,15,1,1,1,5,1,44,1,1,5,1,41,1,1,7,1,36,1,1,5,1111134300,3,4
40,2,1,14,1,1,2,4,2,41,1,1,7,1,42,3,1,3,2,39,1,15,6,1111134400,4,4
48,1,1,15,1,1,2,10,1,48,1,1,7,1,48,1,1,7,1,47,1,1,5,1111134500,4,4
44,2,1,8,1,1,2,5,2,43,1,1,7,2,40,1,1,6,2,50,2,1,7,1111134500,4,4
47,1,1,14,1,1,2,3,1,50,1,1,4,1,45,1,1,6,1,46,1,2,3,1111134600,4,4
45,2,1,14,1,1,2,6,2,41,1,1,7,1,44,1,1,6,2,53,1,1,5,1111134600,4,4
37,1,1,4,1,3,1,4,1,48,1,2,4,1,48,1,1,4,2,42,2,6,4,1111134700,2,3
37,1,1,15,1,1,2,3,1,37,1,1,7,1,33,3,1,7,1,37,1,1,6,1211134800,4,4
33,1,1,12,1,1,1,3,1,35,1,1,6,1,34,5,1,7,1,33,1,1,6,1911134800,3,4
30,2,1,12,1,1,1,4,2,30,1,1,7,2,34,1,2,6,2,32,1,1,6,1911134800,3,4
62,2,1,5,3,1,2,4,2,70,1,1,6,2,61,1,1,5,2,60,1,1,6,1111135100,3,4
40,2,1,14,2,3,1,3,2,35,3,1,7,2,67,5,6,5,1,43,1,1,7,1111135400,2,5
58,1,1,4,1,3,3,6,1,58,1,1,7,2,55,1,1,7,2,58,1,6,4,1111135700,4,4
