DA,G,N,E,KT002001EH1R3,S,Ch,KR185001E,KR167001E,KR173001E,KR170001E,KR176001E,KR107001E,KR168001E,KR174001E,KR171001E,KR075001E,KR110001E,KR169001E,KR175001E,KR178001E,KR078001E,KR113001E,household_id,HR,Tip
37,1,1,16,1,1,0,5,1,36,1,1,7,1,36,1,1,7,1,38,1,1,6,1211183100,2,3
64,1,1,14,3,1,3,12,1,65,1,1,7,1,66,1,7,6,1,68,1,7,7,1111183200,2,3
59,2,1,7,3,1,3,10,2,61,1,1,7,1,65,1,7,7,2,60,1,6,3,1111183200,2,3
39,2,1,15,1,2,1,4,2,40,1,1,7,1,38,1,1,7,1,36,1,2,7,1511183200,3,4
36,2,1,16,1,1,1,3,2,36,1,1,7,2,36,1,1,7,2,37,1,1,7,1411183200,3,4
67,1,1,14,3,1,3,6,1,65,1,1,5,1,55,5,1,7,2,63,1,7,7,1111183300,3,4
60,2,1,14,1,1,3,7,2,63,3,1,7,2,35,4,1,7,1,37,1,1,7,1111183300,3,4
24,2,1,14,1,2,0,7,2,24,1,1,5,2,24,1,2,7,2,28,1,1,7,1111183300,3,4
74,2,2,4,3,5,3,6,2,73,1,2,3,2,87,1,7,7,2,77,1,6,3,1111183600,1,1
38,2,1,16,1,2,0,5,2,39,1,1,7,2,36,1,1,7,2,39,1,1,7,1211183600,1,1
41,1,2,16,1,1,2,3,1,50,1,2,7,1,52,3,1,5,1,40,1,1,7,1111183800,4,4
41,2,2,15,1,1,1,5,2,42,1,2,7,2,42,1,1,7,2,40,2,1,7,1111184300,3,4
49,2,2,6,1,1,2,3,2,45,1,1,7,1,50,1,1,3,2,46,1,1,7,1111184400,4,4
21,1,1,13,3,2,0,5,1,21,1,1,5,1,21,1,8,3,1,21,1,8,6,1111184400,4,4
70,1,1,4,3,1,2,4,1,71,1,1,6,1,68,1,7,6,1,70,1,7,6,1111184600,2,3
79,2,2,5,3,5,1,9,2,55,1,2,5,2,68,1,7,4,2,47,2,6,5,1111185000,3,2
63,1,2,7,3,1,2,30,1,63,1,2,4,2,63,5,6,4,1,71,2,7,4,1111185200,2,3
58,2,3,4,3,1,2,5,2,75,1,2,4,2,65,1,6,4,2,62,1,6,4,1111185200,2,3
36,1,1,4,1,2,1,4,1,36,1,1,3,1,35,1,1,6,1,35,1,1,6,1211185200,3,4
31,1,1,4,1,2,0,4,1,30,1,1,7,1,30,1,1,4,2,30,1,1,7,1911185200,3,4
64,2,2,4,3,1,3,6,2,70,1,1,6,2,71,1,7,6,1,70,1,7,7,1111185300,3,4
70,1,2,5,3,1,3,15,1,70,1,2,6,1,71,1,7,6,1,74,1,7,6,1111185300,3,4
36,1,2,5,1,2,0,5,1,35,1,1,7,1,35,1,1,6,1,35,1,1,6,1111185300,3,4
51,1,2,15,1,1,1,5,1,53,1,2,5,1,51,1,1,5,1,51,1,1,3,1111186400,2,3
27,1,2,12,1,2,0,7,1,24,1,1,5,1,26,1,1,6,1,25,1,1,7,2111186400,2,3
28,2,1,9,1,2,0,3,2,26,1,1,6,1,21,1,1,4,1,28,1,1,6,1611186500,2,5
66,1,1,3,3,1,2,5,1,70,5,1,6,2,67,1,7,4,2,70,1,6,4,1111186700,2,3
62,2,2,3,3,1,2,6,2,65,5,2,4,2,56,1,1,4,2,62,2,6,4,1111186700,2,3
47,1,1,5,1,1,2,7,1,41,1,2,6,1,33,1,1,6,1,38,1,1,3,1111186900,4,4
20,2,1,11,1,2,0,4,2,20,1,1,6,2,19,1,1,3,2,20,1,8,5,1111186900,4,4
52,1,1,6,1,1,2,4,1,47,1,1,7,1,52,5,1,7,2,46,1,1,7,1111188500,4,4
21,2,1,13,3,2,0,6,2,21,1,1,5,2,20,1,8,5,2,21,1,8,5,1111188500,4,4
19,2,1,13,3,2,0,10,2,18,1,1,6,1,19,1,8,6,2,19,1,8,5,1111188500,4,4
34,2,1,6,1,1,0,3,2,37,1,1,7,2,37,1,1,5,2,45,1,1,7,1311188700,2,3
42,1,2,6,1,1,0,5,1,43,1,2,5,1,42,1,1,5,1,43,2,1,5,1311188700,2,3
54,2,1,14,1,1,2,3,2,49,1,1,7,2,51,1,1,7,2,54,1,1,7,1111189000,3,4
18,2,1,9,3,2,0,8,2,18,1,1,4,2,19,1,8,4,2,18,1,8,4,1111189000,3,4
26,2,1,12,3,2,0,8,2,25,1,1,6,2,27,1,8,7,2,26,1,8,7,1711189000,2,3
26,1,1,11,1,2,0,7,1,26,1,1,6,1,27,1,1,6,1,27,1,1,7,1711189000,2,3
61,2,2,3,1,5,4,5,2,61,1,2,4,2,57,1,15,4,2,58,1,1,5,1111189100,1,1
83,2,1,6,3,5,3,4,2,80,1,1,4,2,78,1,11,4,2,83,1,7,6,1111189500,1,1
30,2,1,9,1,2,0,3,2,30,1,1,6,1,29,1,1,6,2,29,1,8,7,1411189800,2,3
28,1,1,9,1,2,0,4,1,27,1,1,6,1,28,1,15,5,2,27,1,1,7,1411189800,2,3
55,1,1,7,1,1,2,6,1,55,1,1,7,1,55,1,15,4,1,55,1,1,7,1111189900,4,4
54,2,1,14,2,1,2,6,2,53,1,1,7,2,52,1,1,7,2,53,1,1,7,1111189900,4,4
55,2,2,14,1,1,2,10,2,55,1,1,3,1,59,1,1,7,2,53,1,1,7,1111190100,4,4
26,1,1,12,3,2,0,12,1,22,2,1,4,2,25,1,1,4,1,24,2,8,5,1111190100,4,4
22,2,1,13,3,2,0,5,2,21,1,1,4,2,21,1,15,4,1,22,1,8,5,1111190100,4,4
65,2,1,15,3,1,3,6,2,60,1,1,7,1,62,1,7,7,1,58,1,1,6,1111191000,2,3
64,1,2,15,3,1,3,4,1,58,1,1,6,1,62,1,1,7,2,60,1,1,7,1111191000,2,3
36,2,1,6,2,2,0,10,2,35,1,1,7,2,36,1,1,7,2,37,1,1,7,1211191200,1,1
24,1,1,14,1,2,0,6,1,24,1,1,6,2,23,1,2,7,2,26,1,11,6,1111191500,5,4
48,2,2,15,3,1,2,5,2,49,1,1,7,1,54,1,1,7,2,45,1,6,7,1111191800,4,4
48,1,2,16,1,1,2,4,1,53,1,1,7,2,49,1,1,7,1,48,1,1,7,1111191800,4,4
66,1,1,5,3,1,2,7,1,60,1,1,6,2,58,1,6,6,1,66,1,7,5,1111192100,2,3
57,2,1,14,1,1,2,11,2,51,1,1,7,2,58,1,6,6,2,47,1,1,6,1111192100,2,3
33,2,1,14,1,1,0,5,2,37,1,1,2,2,39,1,1,7,2,34,1,1,7,1411192100,2,3
63,1,1,5,3,1,2,6,1,63,1,1,4,1,67,1,7,6,1,66,1,7,5,1111192200,2,3
39,2,1,4,1,1,1,10,2,33,1,1,7,2,29,1,1,6,2,35,1,15,6,1511192200,3,4
53,2,1,15,1,1,1,4,2,49,1,1,7,2,45,1,6,4,1,49,1,1,7,1111192300,3,4
55,1,1,14,1,1,1,4,1,48,1,1,6,1,52,1,1,7,1,54,1,1,7,1111192300,3,4
44,2,1,15,1,1,2,4,2,43,1,1,4,2,43,1,1,7,2,44,1,1,6,1111192400,4,4
63,2,1,4,3,1,3,15,2,62,1,1,2,2,66,1,7,3,1,68,1,7,3,1111193300,3,4
63,1,1,4,1,1,3,12,1,64,1,1,2,1,64,1,1,2,1,65,1,1,2,1111193300,3,4
32,2,1,14,1,2,0,15,2,28,1,1,7,2,32,1,2,7,2,35,1,1,7,1911193300,1,1
48,1,1,16,1,1,2,6,1,46,1,1,5,2,44,1,1,7,1,47,1,1,5,1111193600,4,4
47,2,1,15,1,1,2,3,2,45,1,1,7,2,45,1,1,7,2,46,1,15,7,1111193600,4,4
41,1,1,5,1,1,2,20,1,42,1,1,4,1,40,1,1,6,1,45,1,1,5,1111193700,4,4
41,2,1,14,1,1,2,4,2,40,1,1,7,2,31,1,1,7,2,36,1,1,5,1111193700,4,4
45,1,1,7,1,1,2,5,1,39,1,1,5,1,37,1,1,7,2,37,1,1,5,1111193900,4,4
59,2,2,3,3,5,1,10,2,70,1,2,3,2,63,1,7,3,2,70,2,6,3,1111195700,1,1
32,1,1,6,1,1,0,20,1,40,1,1,5,1,30,1,1,7,1,35,1,15,5,1411195700,2,3
29,2,1,13,3,1,0,15,1,31,5,1,7,2,35,1,1,6,2,39,2,1,4,1411195700,2,3
39,2,1,5,2,2,2,10,1,40,1,1,6,1,28,1,1,6,2,38,1,15,4,1111195800,6,7
69,1,1,6,3,1,3,6,1,70,1,1,4,1,69,1,7,7,1,69,1,7,6,1111196000,2,3
34,2,2,14,1,1,2,7,2,34,1,1,7,2,33,1,1,6,2,33,1,1,6,1411196300,4,4
52,1,1,4,2,3,1,6,1,45,1,1,6,1,56,1,1,5,1,55,1,1,6,1711196600,1,1
16,2,1,4,3,2,0,8,2,16,1,1,4,2,16,1,8,4,2,16,1,8,4,1111196600,2,5
66,2,1,4,3,1,3,8,2,69,1,1,2,2,72,1,7,2,2,60,1,1,6,1111196700,2,3
89,2,1,4,3,2,0,6,2,80,1,1,2,2,75,1,7,2,2,81,1,7,6,1111196900,1,1
51,2,1,5,3,1,0,6,2,46,1,1,6,1,61,5,7,7,2,45,1,1,6,1111197800,2,3
60,1,1,6,3,1,0,4,2,50,5,1,6,1,58,1,1,5,2,57,1,1,7,1111197800,2,3
54,1,1,4,1,1,2,10,1,53,1,1,4,1,56,1,1,3,1,53,1,1,3,1111197900,2,3
55,2,1,4,3,1,2,7,2,55,1,1,2,2,57,1,6,2,2,48,1,2,3,1111197900,2,3
65,2,1,3,3,4,1,4,2,73,5,1,2,2,61,1,6,2,2,54,1,1,3,1111198200,1,1
66,1,1,4,3,1,2,10,1,66,1,1,3,1,68,1,7,3,1,67,1,7,2,1111198900,2,3
43,1,1,4,1,1,2,8,1,43,1,1,3,1,41,1,1,6,1,42,1,15,3,1111199200,4,4
37,2,1,14,1,1,1,5,2,32,1,1,7,2,32,1,1,7,2,45,2,1,7,1311200000,3,4
34,2,1,16,1,1,1,5,2,35,1,1,7,2,28,1,1,6,2,33,1,1,7,1411200000,3,4
36,1,1,8,1,1,1,10,1,34,1,1,5,1,35,1,1,7,1,37,1,1,6,1411200000,3,4
33,1,1,9,1,1,2,4,1,31,1,1,4,1,33,1,1,4,1,31,1,15,4,1512079200,4,4
31,2,1,6,1,1,1,4,2,32,1,1,4,2,30,1,15,6,2,32,1,1,7,1512079210,3,4
35,2,1,15,1,1,2,5,2,35,1,1,6,2,30,1,1,7,2,35,1,1,5,1311052800,4,4
34,2,1,14,2,1,2,8,2,35,1,1,5,2,34,1,1,7,2,29,1,1,4,1311078600,4,4
34,1,1,5,1,2,0,4,1,34,1,1,4,1,37,1,1,6,1,34,1,1,4,1311089000,2,3
44,2,1,16,1,1,3,10,2,42,1,2,7,2,45,1,1,7,1,42,1,1,7,1311095400,5,4
40,2,1,5,1,1,1,6,2,39,1,1,6,2,34,1,15,6,2,30,1,1,6,1311118400,3,4
37,2,1,14,1,2,0,4,2,41,1,2,7,2,33,1,1,7,1,42,1,1,7,1411069100,2,3
33,2,1,11,1,1,3,6,2,36,1,1,6,1,41,1,1,4,2,39,1,1,4,1411174600,4,4
35,2,1,6,1,1,0,5,2,32,3,1,5,2,33,5,6,5,2,31,1,1,6,1411184600,2,3
38,1,2,6,1,2,0,3,2,36,1,2,3,2,35,1,15,6,2,35,2,1,7,1511043200,2,3
23,2,1,14,2,2,0,3,2,23,1,1,5,2,22,1,2,7,1,23,1,8,5,1511097200,3,4
41,1,1,4,2,3,0,3,1,40,1,1,6,1,43,1,1,4,1,40,1,1,6,1611134700,3,4
33,2,1,14,1,2,0,4,2,33,1,1,7,2,32,1,1,7,2,34,1,1,5,1611140200,2,3
53,1,1,4,1,1,2,5,1,54,1,1,3,1,59,1,1,3,1,58,1,1,3,1616200400,4,4
48,2,1,4,3,1,2,3,2,53,1,1,4,2,51,1,1,4,2,53,1,15,4,1616200400,4,4
20,1,1,9,3,2,0,3,1,19,1,3,4,1,19,1,8,3,1,19,1,8,3,1616200400,4,4
43,2,2,15,1,2,1,4,2,53,1,1,7,1,46,1,1,5,2,63,1,7,7,1616205100,2,5
58,1,1,4,1,4,1,6,1,51,1,1,2,2,49,1,1,4,2,40,1,2,2,1616205800,2,3
42,2,2,8,1,1,2,5,1,47,1,1,7,2,49,3,1,5,1,42,1,1,7,1616207700,4,4
31,1,1,8,1,2,0,10,1,30,1,1,7,1,29,1,1,5,1,35,3,1,7,1716207700,2,3
45,2,2,6,1,1,1,3,2,47,1,1,6,2,22,1,1,4,2,42,1,1,6,1616208400,3,4
48,1,1,4,1,1,1,5,1,49,1,1,4,1,48,1,1,6,2,50,1,1,4,1616208400,3,4
54,1,1,8,1,1,2,10,1,50,1,1,5,1,51,1,1,5,1,55,1,1,4,1616209500,3,4
52,2,1,14,1,1,2,3,2,59,1,1,7,2,60,1,1,7,2,58,1,1,7,1616209500,3,4
26,2,1,16,1,2,0,7,2,35,1,1,7,1,28,1,1,7,2,26,1,1,7,1616209500,3,4
56,1,1,5,1,1,2,7,1,67,1,1,4,1,60,5,1,7,1,55,1,6,6,1616209600,2,3
30,2,1,16,1,1,1,3,2,29,1,1,7,2,29,1,1,7,2,31,1,1,7,1616219800,3,4
68,2,1,15,3,1,2,5,2,68,1,3,7,2,58,1,1,7,2,54,2,11,7,1616220300,2,3
37,2,1,16,1,2,0,5,2,37,1,3,7,2,32,1,15,7,1,40,1,1,7,2016220300,2,3
34,1,1,14,1,2,0,4,1,34,1,1,5,2,34,1,1,7,1,36,1,2,5,2016220300,2,3
47,2,1,14,1,1,2,4,2,43,1,1,7,2,39,1,1,7,2,50,1,1,7,1616220500,4,4
17,2,1,9,3,2,0,4,2,16,1,1,3,2,16,1,8,4,1,16,1,8,4,1616220500,4,4
38,2,1,6,1,2,1,3,2,36,1,1,6,2,39,1,1,5,2,49,1,1,7,1616220600,3,4
43,2,1,14,1,1,3,4,2,42,1,1,7,2,43,1,1,7,1,46,1,1,6,1616225300,5,4
47,1,1,5,1,1,3,11,1,50,1,1,4,1,45,1,1,4,1,48,1,1,4,1616225300,5,4
45,2,1,8,1,1,2,5,2,45,1,1,5,2,40,1,1,7,1,46,1,1,7,1616225400,4,4
48,1,1,4,1,1,2,12,1,47,1,1,4,2,44,1,1,5,1,57,1,1,4,1616225400,4,4
16,2,1,4,3,2,0,8,2,15,1,3,4,2,15,1,8,4,2,16,1,8,4,1616225400,4,4
45,2,1,5,1,1,1,5,2,44,1,1,4,2,48,1,1,5,2,54,1,1,4,1616225500,3,4
16,2,1,4,3,2,0,4,2,16,1,1,4,1,15,1,8,4,2,16,1,8,4,1616225500,3,4
55,2,1,14,1,1,2,8,2,58,1,1,6,2,58,1,1,7,2,62,1,7,6,1616225600,2,3
28,1,1,12,1,2,0,8,1,28,1,1,6,1,27,1,8,6,1,28,1,1,5,1816225600,1,1
32,2,1,16,1,2,0,4,2,32,1,1,7,1,30,1,1,7,2,32,1,1,7,1616225900,2,3
36,2,1,14,1,1,2,4,2,37,1,1,7,2,37,1,1,6,2,38,1,1,7,1616226700,4,4
38,1,1,15,1,1,2,3,1,38,1,1,6,1,38,1,1,5,1,37,1,1,5,1616226700,4,4
40,1,1,6,1,1,2,6,1,44,1,1,7,1,35,3,1,5,2,49,1,2,5,1616226800,4,4
46,1,1,15,1,2,0,10,2,44,1,1,7,2,47,1,1,7,1,38,1,1,7,1616227100,2,5
52,2,1,15,3,4,1,3,1,49,1,1,7,2,50,1,15,4,2,40,1,1,6,1616227400,2,3
50,2,3,14,1,3,2,10,2,39,1,3,7,2,50,1,1,3,2,49,3,1,7,1616233800,2,5
33,2,3,14,2,1,3,3,2,38,1,3,3,2,43,1,1,4,2,45,1,1,3,1616234300,5,4
45,1,1,8,1,1,1,12,1,49,1,1,6,1,42,1,1,6,1,52,1,1,7,1616242100,3,4
48,2,3,7,3,1,0,4,2,44,3,3,7,2,50,1,6,7,2,37,2,1,6,1616242300,2,3
46,1,1,4,1,1,1,10,1,43,1,1,4,1,42,1,1,6,2,32,1,15,4,1616245500,3,4
50,1,1,7,1,2,1,20,1,40,1,1,6,1,45,1,15,4,2,43,2,1,3,1616246400,3,4
49,1,3,14,2,1,1,20,1,46,1,3,6,1,50,1,1,5,1,50,3,1,2,1616246700,3,4
47,2,3,15,1,1,1,10,2,40,1,3,2,2,42,1,1,7,2,50,3,1,2,1616246700,3,4
31,2,1,16,1,2,0,8,2,30,1,1,7,2,31,1,1,7,2,32,1,2,7,1616249800,1,1
41,1,3,6,1,2,0,7,1,37,1,1,7,1,40,1,15,7,2,35,1,1,7,1716249800,1,1
26,2,1,14,2,2,0,3,1,26,1,1,6,2,31,1,1,7,2,50,1,1,7,1716249810,3,4
23,2,1,14,3,2,0,5,2,23,1,1,7,2,22,1,8,7,2,23,1,8,7,1616250000,4,4
41,1,1,14,1,1,2,20,1,41,1,1,7,1,41,1,1,7,1,41,1,1,7,1616252200,4,4
41,2,1,15,1,1,2,5,2,40,1,1,7,2,41,3,1,7,2,40,1,1,7,1616252200,4,4
30,2,1,12,1,2,0,10,2,31,5,1,5,1,32,1,1,5,2,34,1,2,6,1616253700,2,3
49,2,1,5,3,3,2,5,1,42,1,3,4,2,37,1,1,5,2,54,2,2,3,1616256500,4,7
24,2,1,4,1,2,1,4,1,34,1,1,4,1,30,1,15,7,2,31,2,15,6,1616256500,4,7
46,2,1,14,1,1,0,10,2,41,1,1,6,1,46,1,1,7,2,44,1,15,5,1616256600,2,3
54,1,1,15,1,1,2,7,1,53,1,1,7,1,51,1,1,7,1,52,1,1,7,1616257500,4,4
20,1,1,13,3,2,0,7,1,22,1,1,7,1,19,1,8,5,1,20,1,8,5,1616257500,4,4
39,2,1,15,1,2,1,4,2,39,1,1,7,2,40,1,1,5,2,37,1,1,5,1616261100,3,4
36,2,1,14,1,2,0,10,1,32,1,1,7,2,28,1,2,7,1,35,1,2,7,1616261300,3,4
51,2,1,8,2,3,2,7,2,55,1,1,7,1,56,1,1,7,2,30,1,1,7,1616261500,2,5
16,1,1,4,3,2,0,10,1,15,1,1,3,1,15,1,8,2,2,16,1,8,3,1616261500,2,5
32,2,1,15,1,2,0,4,2,30,1,1,7,2,32,1,1,7,1,32,2,15,7,1816261600,5,2
32,2,1,15,1,2,0,4,2,31,1,1,7,1,31,1,1,6,1,40,1,1,5,1816261610,2,3
38,2,1,14,1,1,1,4,2,38,1,1,7,2,38,1,1,7,2,38,1,1,6,1616271600,3,4
45,1,1,16,1,1,1,4,1,45,1,1,5,1,45,1,1,7,2,45,1,1,7,1616271600,3,4
43,2,1,14,1,1,1,4,2,55,3,1,4,2,45,1,2,5,2,44,1,1,7,1616271700,3,4
26,1,1,12,1,2,0,7,1,26,1,1,6,1,29,1,1,6,1,26,1,15,5,1716273700,4,4
45,1,3,14,1,1,1,6,2,44,1,3,7,1,47,1,1,7,1,30,2,1,7,1616274900,3,4
44,2,3,14,1,1,1,5,2,45,1,3,7,2,45,1,1,7,2,43,3,15,7,1616274900,3,4
43,2,1,7,1,1,2,3,2,33,1,1,5,2,46,1,1,6,2,43,1,1,4,1616278200,4,4
50,2,1,14,1,1,2,5,1,64,5,1,3,2,42,1,1,7,2,40,1,1,7,1616278300,4,4
19,2,1,13,1,2,0,10,2,19,1,1,5,1,18,1,2,5,1,20,1,2,5,1616278300,4,4
34,2,1,14,1,1,2,3,2,34,1,1,7,1,37,5,1,6,2,31,1,1,7,1616278400,4,4
37,1,1,6,1,1,2,10,1,37,1,1,5,1,37,1,1,7,1,37,1,1,5,1616278400,4,4
18,1,1,9,3,2,0,10,1,17,1,1,5,1,17,1,8,5,2,19,1,8,5,1616279000,3,5
41,2,1,15,1,1,2,4,2,41,5,1,5,2,39,1,1,7,2,40,1,1,7,1616279300,4,4
47,1,1,15,1,1,2,5,2,46,1,1,7,1,42,1,1,7,1,42,1,15,6,1616279300,4,4
51,1,1,16,1,1,2,4,1,51,1,1,7,1,51,1,1,5,1,51,1,1,7,1616285200,4,4
51,2,1,15,1,1,2,3,2,40,1,1,5,2,42,5,1,7,2,48,1,1,5,1616285200,4,4
58,2,1,16,1,5,1,20,1,62,1,1,7,2,60,1,1,6,2,55,1,15,6,1616291000,2,5
24,2,1,14,1,2,0,8,2,24,1,1,7,1,24,1,8,7,2,24,1,15,7,1616291000,2,5
52,2,1,16,1,1,2,6,2,41,3,1,7,2,44,1,1,7,2,47,2,1,7,1616291900,5,4
53,1,1,4,1,1,2,6,1,50,5,1,4,2,50,1,1,4,1,49,1,1,7,1616291900,5,4
24,1,1,13,2,2,0,5,1,21,1,2,7,2,21,1,8,5,1,23,1,2,7,1616291900,5,4
18,1,1,9,3,2,0,4,2,18,1,3,4,1,17,1,8,4,1,18,1,8,4,1616291900,5,4
52,2,1,15,1,2,1,20,2,45,1,1,7,1,37,1,1,7,2,50,1,1,7,1616293500,2,5
44,1,1,15,1,1,2,20,1,41,1,1,7,2,38,1,1,7,1,40,1,1,7,1616296900,4,4
42,2,1,14,1,1,2,3,2,42,1,1,7,2,41,1,1,7,2,42,1,1,7,1616296900,4,4
57,2,1,14,1,1,2,4,2,73,1,2,4,2,57,1,1,7,2,53,1,1,5,1616300100,4,4
33,1,1,15,2,2,0,12,1,33,1,1,6,1,34,1,1,7,2,32,2,1,7,1616304700,2,3
34,1,1,14,1,2,0,4,1,33,1,1,7,1,33,1,1,7,2,37,1,1,6,1816304700,2,5
47,2,1,14,2,1,0,8,2,47,1,1,6,2,48,1,1,7,1,49,1,1,5,1616305400,2,3
48,1,1,6,1,1,0,4,1,48,1,1,4,1,50,1,1,5,2,35,1,1,7,1616305400,2,3
47,1,1,6,2,4,4,7,1,35,1,1,7,1,33,1,2,6,1,38,1,9,6,1816305900,1,1
53,2,2,6,1,4,3,3,1,58,1,2,7,2,56,1,1,5,2,53,1,1,7,1616311700,1,1
30,2,1,14,1,2,0,4,1,33,1,1,7,2,36,1,1,5,2,29,1,2,4,1916311700,2,3
27,1,1,12,1,2,0,8,1,26,1,1,5,1,24,1,15,6,2,26,1,15,7,2016311700,2,3
45,2,1,6,1,2,0,7,1,45,1,1,4,2,35,1,1,7,2,41,3,1,7,1616322700,2,5
55,2,1,6,1,1,2,20,2,33,1,1,7,2,55,1,15,5,2,57,1,1,7,1616324100,2,3
33,1,1,15,1,2,0,3,1,33,1,1,7,1,42,1,1,7,1,32,1,1,7,1716324900,1,1
51,2,1,14,1,2,0,6,2,56,1,2,7,2,45,1,1,7,2,53,1,1,5,1616331500,2,3
26,2,1,11,1,2,0,5,2,26,1,1,6,2,26,1,1,6,2,29,1,1,4,2016333600,1,1
26,1,1,11,1,2,0,3,1,23,1,1,7,2,22,1,1,6,1,23,1,15,5,1616333800,3,4
40,1,1,6,1,1,1,3,2,37,5,1,5,1,41,1,1,4,2,30,1,1,7,1616333900,3,4
21,2,3,11,3,2,0,10,2,20,1,3,6,1,19,1,8,6,2,20,3,1,5,1616335600,5,4
18,1,3,11,3,2,0,4,1,19,1,3,6,1,18,1,8,6,1,18,3,8,5,1616335600,5,4
55,2,1,15,2,1,2,4,2,53,1,1,7,2,54,1,1,7,1,54,1,1,7,1616335900,4,4
28,1,1,14,1,2,0,6,1,25,1,1,5,1,27,1,2,7,1,25,1,2,7,1616335900,4,4
23,1,1,13,3,2,0,3,1,22,1,1,6,1,35,1,1,6,2,23,1,8,7,1616335900,4,4
49,2,1,16,1,1,2,3,2,60,1,1,7,2,44,1,2,7,1,50,2,1,7,1616336100,4,4
