DA,G,N,E,KT002001EH1R3,S,Ch,KR185001E,KR167001E,KR173001E,KR170001E,KR176001E,KR107001E,KR168001E,KR174001E,KR171001E,KR075001E,KR110001E,KR169001E,KR175001E,KR178001E,KR078001E,KR113001E,household_id,HR,Tip
40,1,1,5,1,1,2,3,1,39,1,1,6,1,38,1,1,6,1,40,1,1,4,1717616200,4,4
33,2,3,13,1,2,0,3,2,32,1,3,7,2,30,1,8,6,1,31,3,1,6,2017616900,1,1
37,2,1,14,1,2,0,10,2,33,5,1,7,2,36,1,1,7,2,40,1,1,7,1717618800,2,3
43,1,1,15,2,3,1,5,1,37,1,2,7,1,42,1,1,4,2,33,1,1,7,1717619100,3,4
54,2,1,6,1,1,1,15,2,51,1,1,7,2,51,5,1,6,2,57,1,1,7,1717619200,3,4
51,1,2,7,1,1,0,3,1,50,1,1,5,1,32,1,1,7,2,35,1,1,5,1717619900,2,3
44,2,1,15,1,1,2,4,2,44,1,1,7,2,44,1,1,7,2,39,1,1,7,1717620100,4,4
46,2,1,15,1,2,1,7,2,40,1,1,7,2,42,1,1,7,2,45,1,1,7,1717620600,3,4
55,2,1,8,1,1,2,8,2,53,1,1,6,1,34,1,1,7,2,39,1,1,7,1717621900,4,4
57,1,1,15,1,1,2,4,1,55,1,1,5,2,43,1,1,6,1,55,1,1,7,1717621900,4,4
57,2,1,5,2,2,0,3,2,43,1,2,6,2,59,1,1,4,2,44,1,15,4,1717622000,3,6
49,2,1,16,1,2,0,8,2,50,1,1,7,2,46,1,1,7,2,50,1,1,7,1717622300,1,1
39,1,1,15,1,1,2,4,1,38,1,1,3,1,39,1,1,6,1,39,1,1,4,1717627600,4,4
36,2,1,15,3,1,2,8,2,35,1,1,7,2,34,1,6,3,2,36,2,6,4,1717627600,4,4
48,2,1,5,1,1,1,4,2,45,1,1,6,2,48,1,1,5,2,44,1,1,7,1717627700,3,4
46,1,1,5,1,1,1,5,1,74,5,1,6,1,34,5,1,3,1,49,1,1,7,1717627700,3,4
58,1,1,16,1,1,4,6,1,57,1,1,7,1,56,1,1,7,1,56,1,1,7,1717628100,3,4
54,2,1,5,3,1,4,6,2,40,3,1,5,2,52,1,6,4,1,55,1,1,3,1717628100,3,4
17,1,1,9,3,2,0,4,2,17,1,1,4,1,17,1,8,4,2,18,1,2,4,1717628100,3,4
49,2,1,6,1,1,0,5,2,42,5,1,5,2,47,1,1,7,2,46,1,1,7,1717628500,2,3
53,1,1,8,1,1,0,5,2,46,1,1,7,1,54,1,1,5,1,52,1,1,7,1717628500,2,3
41,2,1,7,1,1,2,3,2,35,1,1,6,2,39,1,1,7,2,41,1,1,7,1717628600,4,4
48,2,2,5,1,1,2,3,2,47,1,1,4,2,49,1,1,3,2,47,1,1,7,1717629100,4,4
17,1,1,4,3,2,0,3,2,17,1,1,4,2,17,1,8,5,2,16,1,8,4,1717629100,4,4
36,2,1,4,1,1,0,5,2,35,5,2,7,1,37,5,1,5,2,31,1,1,4,1717629200,2,3
44,2,1,16,1,1,2,5,2,50,1,1,7,2,44,1,1,7,2,42,1,1,7,1717631500,4,4
16,1,1,4,3,2,0,5,1,15,1,1,4,1,15,1,8,4,2,16,1,8,4,1717631500,4,4
27,1,1,12,1,2,0,4,1,31,1,1,7,1,33,1,1,7,1,32,1,1,7,1917631900,1,1
58,2,2,7,2,2,2,10,2,45,1,1,7,1,48,1,1,5,2,48,2,1,7,1717632400,4,4
59,2,1,4,1,1,1,3,2,57,1,1,6,1,63,1,1,6,2,58,1,1,5,1717632500,2,3
42,2,1,14,1,1,1,4,2,45,5,1,7,2,36,1,1,7,2,47,1,1,7,1717632700,3,4
35,2,1,5,3,1,2,3,2,35,1,1,7,2,36,1,1,5,2,36,1,1,5,1717633600,4,4
42,2,1,15,1,1,2,4,2,40,1,1,7,2,29,1,1,7,2,43,1,1,7,1717636000,4,4
44,1,2,15,1,1,2,5,1,45,1,1,7,1,45,1,1,7,1,45,1,1,6,1717636000,4,4
56,2,2,4,2,1,2,4,1,62,5,1,6,2,53,1,1,7,1,55,1,9,6,1717636100,4,4
49,1,1,5,1,4,0,15,1,42,1,1,4,2,40,3,2,5,1,45,1,1,4,1717638300,1,1
54,2,3,4,3,1,2,3,2,54,1,1,4,2,52,1,1,4,2,56,1,6,4,1717638400,4,4
27,2,1,14,1,2,0,5,2,27,1,1,6,2,31,1,1,7,2,29,1,1,7,1817645000,2,3
29,2,1,14,1,2,0,6,1,32,1,1,5,2,37,1,2,4,1,33,1,11,4,1717646000,2,2
27,2,1,14,1,2,0,4,2,27,1,1,6,1,28,1,2,5,2,30,1,15,5,1717646000,2,2
47,2,1,14,1,1,2,6,2,46,1,1,6,2,49,1,1,4,2,41,2,15,7,1717646100,4,4
16,1,1,4,3,2,0,10,1,16,1,1,4,1,16,1,8,4,1,16,1,8,4,1717646100,4,4
33,1,1,14,1,1,1,10,1,32,1,1,7,2,29,1,15,5,2,30,1,1,7,1717646200,3,4
32,2,1,9,1,1,1,10,2,39,1,1,6,2,40,1,15,7,1,32,1,1,7,1717646200,3,4
30,2,1,12,2,2,0,15,2,32,1,1,7,1,30,1,15,7,2,35,1,1,6,1717646300,1,1
32,1,1,7,1,2,0,6,1,32,1,1,6,2,32,1,1,7,1,32,1,1,6,2017646300,1,1
44,2,1,15,1,1,2,15,2,40,1,1,7,2,42,1,1,7,1,43,1,1,7,1717646800,4,4
29,1,1,9,1,2,0,3,1,30,1,1,4,2,30,1,2,4,1,31,1,15,6,1717650900,2,5
21,2,3,4,1,2,0,3,2,30,1,3,7,2,19,1,8,4,2,24,3,1,4,1816212300,5,7
59,2,2,4,3,1,1,3,2,59,1,1,4,2,61,1,9,3,2,60,1,15,4,1818701000,3,4
40,2,1,6,1,1,3,3,2,41,1,1,7,2,38,1,1,5,2,38,1,1,4,1818703100,5,4
37,1,1,15,1,2,0,3,1,36,5,1,7,1,37,1,1,7,1,35,1,1,7,2018703500,1,1
44,2,3,14,2,4,1,6,2,30,1,1,6,2,25,1,1,5,2,30,1,1,5,1818704700,2,5
40,2,1,4,3,1,4,3,2,36,3,1,4,2,34,3,15,4,2,44,1,15,4,1818706700,6,4
37,1,2,14,1,2,0,9,1,35,1,2,7,1,36,1,1,7,1,35,2,1,7,1818709600,3,4
53,2,1,5,1,5,2,10,2,46,1,1,6,1,50,1,1,2,2,50,1,1,6,1818711900,3,5
26,2,1,14,1,2,0,12,2,25,1,1,7,2,26,1,1,7,2,25,1,15,7,1818711900,3,5
24,2,1,12,1,2,0,20,2,30,1,1,7,2,25,1,1,6,1,25,1,1,6,1818711900,3,5
39,1,1,5,2,2,0,4,2,40,1,1,6,2,36,1,1,6,1,38,1,1,6,1818714100,4,4
24,1,1,13,2,2,0,10,1,32,1,2,5,2,33,1,15,7,1,24,1,1,5,1918715100,1,1
21,2,1,12,1,2,0,3,2,22,1,1,5,1,22,1,1,5,2,21,1,8,5,1818715100,3,4
43,2,1,15,1,1,1,3,2,42,1,1,7,2,42,1,1,7,2,42,1,1,7,1818716000,3,4
59,1,1,7,1,1,0,4,1,58,1,1,5,1,58,1,1,7,1,62,1,1,7,1818716100,2,3
51,2,3,14,1,1,0,3,2,47,3,3,7,2,53,1,6,5,2,56,1,1,5,1818716100,2,3
41,2,3,7,1,1,2,5,2,46,1,1,4,2,51,1,1,4,2,55,1,1,3,1818718600,4,4
16,2,3,4,3,2,0,12,2,17,1,1,2,2,16,1,8,2,2,17,1,8,2,1818718600,4,4
39,2,1,5,2,2,1,7,1,34,1,1,6,1,31,1,1,4,2,38,1,1,3,1818720900,2,5
29,2,3,9,1,2,0,3,1,35,1,1,4,2,40,1,1,4,2,30,3,1,4,1818722700,2,3
33,2,3,7,2,1,2,12,2,35,1,3,3,2,33,1,1,5,2,32,3,15,5,1818722800,4,4
51,2,1,14,1,3,2,16,2,50,1,1,7,2,50,1,1,7,1,49,1,1,6,1818722900,3,5
59,1,1,15,1,1,2,8,1,59,1,1,7,1,57,1,1,6,1,56,1,1,7,1818723300,2,3
49,2,1,5,1,1,3,15,2,46,1,1,6,2,37,1,1,7,2,40,1,1,4,1818727000,5,4
23,1,1,11,2,2,0,10,1,22,1,1,7,1,23,1,8,6,1,22,1,15,7,1818727000,5,4
41,1,1,7,1,2,2,20,1,36,1,1,7,1,36,1,1,6,1,40,1,1,6,1818728300,4,4
39,2,1,6,1,2,2,20,2,36,1,1,6,2,39,1,1,7,2,37,1,15,3,1818728300,4,4
48,2,1,14,1,4,1,3,2,44,1,1,6,2,54,1,2,7,2,48,1,6,7,1818729600,3,4
43,2,1,16,1,1,3,4,2,43,1,1,7,2,40,1,1,7,1,44,1,1,4,1818729700,5,4
32,2,1,14,1,2,2,5,1,34,1,1,7,2,37,1,1,6,2,27,3,2,5,1818738100,4,4
39,2,3,8,1,4,3,4,2,70,1,2,4,2,55,1,1,5,2,45,3,1,7,1818738600,6,4
34,2,1,6,1,3,1,4,1,35,1,1,6,2,50,1,1,6,2,35,1,1,5,1818739400,4,7
31,1,1,16,1,2,0,4,1,33,1,1,5,1,32,1,1,4,1,32,1,1,3,1818740300,2,3
40,1,1,14,1,1,0,4,1,40,1,1,7,1,40,1,1,7,1,40,1,15,6,1818741300,2,3
42,2,2,14,1,1,0,10,1,53,1,1,5,2,40,1,1,7,2,40,2,1,7,1818741300,2,3
59,1,1,14,1,1,2,6,1,58,1,1,4,1,53,1,1,4,1,53,1,6,4,1818741500,2,3
38,2,3,4,1,2,3,3,2,40,1,3,4,1,37,1,2,6,2,29,1,15,7,1818745700,3,3
32,1,2,15,1,2,0,5,1,32,1,2,7,1,33,1,1,6,2,34,2,1,7,1818745800,2,2
36,2,3,15,2,2,0,4,2,34,1,3,7,2,34,1,1,7,2,29,3,1,7,1818745800,2,2
50,2,1,5,3,4,2,4,1,51,1,2,7,1,53,1,1,2,2,60,1,7,4,1818750600,1,1
45,1,1,7,1,1,2,8,1,45,1,1,7,1,45,1,1,6,1,45,1,1,6,1818751800,4,4
43,1,1,8,1,4,2,3,1,39,1,1,4,1,44,1,1,2,2,39,1,2,4,1818752400,4,4
31,2,2,14,1,2,0,4,1,32,1,2,4,2,28,1,8,6,2,28,1,1,7,1818753200,2,3
31,1,2,15,1,2,0,5,2,30,1,2,7,1,31,1,15,6,1,32,2,1,6,1818753200,2,3
49,1,1,5,1,2,0,5,1,35,1,1,6,2,45,1,1,4,1,45,1,15,4,1818753400,2,5
59,1,1,7,3,1,2,3,1,60,1,1,5,1,60,1,1,5,1,59,1,1,5,1818754800,4,4
54,2,1,14,1,1,2,4,2,55,1,1,7,2,53,1,6,5,2,54,1,1,7,1818754800,4,4
16,2,1,4,3,2,0,5,2,15,1,1,4,2,15,1,8,4,2,15,1,8,4,1818754800,4,4
56,2,1,4,2,1,2,5,2,58,3,1,4,2,59,1,6,5,2,57,1,1,4,1818755600,3,4
24,2,1,12,3,2,0,3,2,24,1,1,5,2,24,1,8,5,2,24,1,8,5,1818755600,3,4
43,1,1,6,1,3,2,3,2,49,1,1,4,2,43,1,1,7,2,43,1,1,7,1818758800,3,6
43,1,1,14,1,1,1,4,1,42,1,1,6,2,63,5,7,4,2,38,3,6,3,1818759200,2,3
45,2,1,4,2,3,2,6,2,45,1,1,3,2,45,1,15,3,1,53,1,1,4,1918759400,2,3
38,2,1,5,1,2,2,4,2,38,5,1,4,1,39,5,1,4,1,40,1,1,4,1818759700,3,5
55,1,1,15,3,2,0,12,1,54,1,1,7,2,25,1,2,7,1,50,1,1,6,1818760600,1,1
49,1,2,4,2,1,2,4,1,48,1,1,4,1,37,1,1,5,1,33,1,1,4,1818766500,4,4
50,2,1,4,2,1,2,4,2,46,5,1,4,2,33,5,15,5,2,54,1,15,4,1818766500,4,4
36,1,3,15,1,2,0,6,1,37,1,1,5,1,36,1,1,7,1,36,1,1,7,1818771200,3,4
59,2,1,14,1,1,2,3,2,58,1,1,7,2,57,1,1,7,2,58,1,1,7,1818771500,2,3
32,2,1,15,1,2,0,4,2,34,1,1,7,2,30,1,2,7,2,31,1,1,7,1918771510,2,3
46,1,1,15,2,2,0,3,1,45,5,1,5,2,45,1,2,7,1,47,1,1,7,1918771510,2,3
27,1,3,15,1,1,0,5,1,27,1,3,7,1,35,1,1,7,2,31,3,8,7,1911091400,2,3
28,2,1,14,1,1,1,4,2,28,1,1,7,2,28,1,1,7,2,28,1,1,7,1911098100,3,4
28,2,1,14,1,2,0,5,1,31,1,1,7,2,27,1,1,6,2,25,1,1,5,1911140700,2,3
30,2,1,11,2,2,0,3,2,30,1,1,7,2,40,1,15,6,2,25,1,2,6,2011076700,2,3
32,1,1,14,1,2,0,3,1,31,1,1,7,2,31,1,1,7,1,31,1,1,7,2018713600,2,3
47,2,1,6,3,2,0,8,1,47,1,1,4,2,41,1,1,4,2,40,1,1,6,2020802300,1,1
37,1,1,5,1,1,2,3,1,44,1,1,4,1,39,1,1,7,1,37,1,1,4,2020804300,4,4
39,2,1,6,1,2,0,4,1,48,1,1,4,2,29,1,1,7,2,45,1,1,4,2020809500,3,4
40,1,1,5,1,2,3,3,1,40,1,1,5,1,33,3,1,5,1,40,2,1,4,2020810600,5,4
35,2,1,9,2,2,3,10,1,36,1,1,5,2,36,3,1,7,2,28,1,1,7,2020810600,5,4
47,2,1,7,3,1,2,3,2,44,1,1,4,1,37,1,1,5,2,44,1,6,6,2020811500,4,4
42,1,1,5,1,1,2,10,1,44,1,1,4,1,41,1,1,6,1,43,1,15,3,2020811500,4,4
41,2,1,8,1,1,2,3,2,41,1,1,7,2,39,1,2,7,2,38,1,6,3,2020813000,4,4
37,2,1,6,1,1,0,3,1,37,1,1,6,2,41,1,1,4,2,36,1,1,6,2020814200,2,3
41,1,1,5,1,1,0,5,1,50,1,1,4,1,43,1,1,4,1,45,1,15,6,2020814200,2,3
44,1,1,14,1,2,2,3,1,48,1,3,5,1,49,5,1,4,2,43,1,1,6,2020814900,5,4
19,2,1,11,3,2,0,3,2,18,1,1,5,2,18,1,1,4,2,21,3,8,5,2020814900,5,4
53,2,3,4,1,1,4,4,2,56,1,1,4,2,54,1,1,7,2,62,1,6,4,2020815400,3,4
19,1,3,4,3,2,0,4,1,20,1,1,5,2,19,1,8,5,1,19,1,8,5,2020815400,3,4
43,2,1,4,3,5,4,6,2,44,1,1,4,2,48,1,1,4,1,46,1,1,4,2020815700,6,4
25,2,1,7,1,2,0,10,2,25,1,1,7,2,24,1,8,6,2,24,1,15,7,2020815700,6,4
21,2,1,13,3,2,0,7,2,21,1,1,5,1,24,1,1,7,1,23,1,2,7,2020815700,6,4
26,2,3,7,1,2,0,7,2,26,1,3,4,2,30,1,1,5,2,31,3,1,5,2020816900,1,1
43,1,1,5,1,1,1,12,2,40,1,1,6,1,37,1,1,6,1,40,1,1,6,2020818300,3,4
58,1,1,5,1,1,3,10,1,50,1,1,7,1,55,1,1,7,1,53,1,1,3,2020824300,4,4
55,2,1,4,1,1,3,10,2,46,1,1,3,2,45,1,2,2,2,56,1,1,6,2020824300,4,4
31,2,1,14,1,2,0,12,2,32,1,1,7,2,32,1,1,7,1,35,1,1,6,2020824300,4,4
51,2,1,5,1,1,2,8,1,50,1,1,5,2,48,1,6,5,2,52,1,1,6,2020824400,3,4
42,2,1,6,1,4,2,3,2,39,1,3,5,2,45,1,2,4,2,43,1,15,6,2020826600,3,5
37,2,1,5,1,2,0,20,2,40,1,2,5,1,42,1,1,5,2,26,1,8,7,2120826900,1,1
47,2,1,14,1,4,2,4,2,56,1,2,6,2,45,1,1,7,1,58,1,1,7,2020827000,3,5
48,2,1,14,1,2,0,6,1,48,1,1,7,1,46,1,1,7,2,47,2,1,7,2020828700,2,2
59,1,1,4,3,2,0,15,1,59,1,1,3,1,70,1,7,3,1,60,1,15,3,2020829900,2,5
43,2,3,14,1,1,2,5,2,45,1,3,7,1,43,1,1,7,2,34,2,2,7,2020830600,4,4
42,1,1,14,1,1,2,5,1,41,1,1,7,2,49,1,1,7,2,39,1,2,7,2020830600,4,4
38,1,1,14,1,2,2,4,1,37,1,1,7,2,37,1,1,7,1,38,1,1,7,2020830700,4,4
39,2,1,14,1,2,2,5,2,38,1,1,7,2,32,1,2,7,2,39,1,2,7,2020830700,4,4
51,1,1,14,1,1,0,5,1,55,1,1,5,2,52,1,1,7,1,45,1,1,5,2020830900,2,3
19,1,1,11,1,2,0,8,1,18,1,1,5,1,19,1,8,5,1,19,1,8,6,2020832800,4,5
52,2,1,4,3,1,2,5,2,60,1,1,4,2,58,1,6,4,2,51,2,1,6,2020832900,5,7
58,2,1,7,3,1,3,6,2,60,1,1,4,2,67,1,7,7,2,64,1,6,3,2020833900,2,3
22,2,1,9,2,2,0,3,1,22,1,1,5,2,23,1,15,5,2,22,1,1,4,2020834000,6,4
43,1,1,5,1,2,0,3,1,45,1,1,7,2,36,1,1,4,1,45,1,1,5,2020834200,1,1
20,1,1,11,3,2,0,4,1,20,1,1,5,1,20,1,8,5,1,20,1,8,5,2020834500,3,4
57,1,1,16,1,1,0,6,2,40,1,1,7,1,53,1,1,7,1,56,1,1,7,2020834700,2,3
50,2,3,14,2,1,0,3,2,50,1,3,7,2,50,1,1,7,2,47,3,1,7,2020834700,2,3
57,2,1,15,1,1,2,9,2,57,1,1,7,2,57,1,1,7,2,59,2,1,7,2020841300,3,4
25,1,1,12,1,2,0,3,1,24,1,1,5,1,34,1,1,4,1,34,1,1,5,2020841300,3,4
42,1,1,5,1,1,2,5,1,46,1,1,4,1,43,1,1,6,1,42,1,1,7,2020841400,4,4
41,2,1,5,1,1,2,4,2,41,1,1,5,2,41,1,1,6,2,40,1,1,5,2020841400,4,4
49,2,3,5,1,2,0,3,1,47,1,2,3,2,78,1,7,3,2,37,3,1,5,2020841500,2,2
47,2,1,6,1,1,2,5,2,47,1,1,7,2,48,1,2,7,2,42,1,2,4,2020841800,4,4
34,2,1,12,1,2,1,4,2,33,1,1,7,2,33,1,1,7,2,32,1,1,5,2020842000,3,4
39,2,1,6,1,2,2,3,1,39,1,1,7,2,35,1,1,5,2,31,1,1,5,2020844100,3,5
37,2,1,15,2,1,2,15,2,40,1,1,7,2,36,1,15,6,2,36,1,1,7,2020844200,4,4
59,2,1,4,1,2,2,10,2,50,1,2,3,2,50,1,11,2,2,52,1,1,6,2020844600,2,3
50,2,1,6,1,1,2,8,2,58,3,1,6,2,52,1,15,6,1,53,1,1,4,2020844700,4,4
18,1,1,9,3,2,0,6,1,17,1,1,5,1,17,1,8,5,1,17,1,8,5,2020844700,4,4
41,2,1,4,1,1,1,10,2,40,1,1,2,2,39,1,1,6,2,35,1,2,6,2020844800,3,4
40,1,1,5,1,1,1,6,1,40,1,1,4,1,40,1,1,3,1,50,2,1,6,2020844800,3,4
51,1,1,15,1,1,1,10,2,45,1,1,7,2,45,1,1,7,1,50,1,1,7,2020844900,3,4
52,2,1,14,1,1,1,15,2,50,1,1,7,2,45,1,2,7,2,36,1,1,7,2020844900,3,4
41,2,1,14,1,1,2,12,2,40,1,1,6,2,36,1,1,6,1,40,1,1,6,2020845100,4,4
43,1,1,7,1,1,2,10,2,40,1,1,7,1,40,1,1,7,2,42,1,1,7,2020845100,4,4
44,2,1,5,1,1,2,6,2,40,1,1,7,1,43,1,1,6,1,43,1,1,6,2020845200,4,4
54,2,2,14,1,1,1,4,2,45,1,1,7,1,40,1,1,7,2,48,2,15,6,2020846000,3,4
57,1,1,15,1,1,1,3,1,58,1,1,7,2,45,1,1,7,1,60,3,1,7,2020846000,3,4
54,2,1,8,1,1,2,10,2,54,1,1,5,2,50,1,1,5,2,45,1,1,5,2020847000,3,4
54,1,1,4,2,1,2,4,1,54,1,1,5,1,46,1,1,5,1,54,2,1,4,2020847000,3,4
30,1,1,16,1,2,0,8,1,29,1,1,7,2,27,1,1,5,1,30,1,1,5,2020847000,3,4
49,2,1,8,1,2,2,4,2,48,1,1,5,1,51,1,1,6,1,44,1,1,6,2020852000,3,5
37,2,1,6,2,2,0,6,2,37,1,1,7,2,37,1,2,7,2,38,2,1,7,2020852800,3,4
48,2,1,15,1,1,2,5,1,42,1,3,7,1,50,1,1,7,2,43,1,1,7,2020853300,4,4
52,1,1,14,1,1,2,3,1,44,1,3,7,1,50,1,1,7,1,39,1,1,7,2020853300,4,4
16,2,1,9,3,2,0,3,1,15,1,1,4,2,16,1,8,4,2,13,3,8,4,2020853300,4,4
42,1,1,8,1,1,2,5,1,38,1,1,5,1,38,1,1,4,1,38,1,1,7,2020855900,4,4
34,2,1,15,1,1,2,5,1,34,1,1,5,2,34,1,1,7,2,39,1,1,7,2020855900,4,4
59,2,3,14,1,5,2,5,2,57,1,3,7,2,67,1,1,5,2,59,3,7,7,2020856600,2,5
49,2,1,15,1,2,1,4,1,76,2,2,6,2,70,2,7,4,2,47,1,1,5,2020856900,2,5
51,2,1,15,1,1,3,4,2,52,1,1,7,2,55,1,1,7,2,50,1,1,7,2020857500,5,4
43,2,1,15,1,1,2,10,2,36,1,1,5,2,43,5,1,6,1,44,1,1,7,2020857600,4,4
49,2,1,15,1,1,2,10,2,50,1,1,7,2,41,1,1,7,2,42,1,1,7,2020857700,4,4
42,2,1,5,1,1,1,3,2,41,1,1,7,2,31,1,1,6,2,39,1,1,7,2020858600,3,4
41,1,1,14,1,1,0,8,1,40,1,1,7,1,42,1,1,5,1,41,1,1,7,2020858600,3,4
16,1,1,9,3,2,0,4,1,16,1,1,4,1,17,1,8,4,2,16,1,8,4,2020858600,3,4
49,1,2,4,2,1,3,3,1,54,1,1,6,1,62,1,7,4,1,32,1,1,3,2020858700,6,7
25,2,1,9,2,2,1,3,2,23,1,2,6,2,24,1,15,4,2,22,1,1,5,2020858700,6,7
23,1,1,9,1,2,0,4,1,23,1,1,5,1,23,1,1,7,1,23,1,15,4,2020858700,6,7
20,2,1,9,1,2,0,3,2,24,1,1,4,1,22,1,15,6,2,23,1,15,3,2020858700,6,7
21,1,1,12,1,2,0,5,2,21,1,1,6,1,21,1,1,6,2,21,1,8,5,2020859100,3,4
57,1,1,14,1,1,2,5,1,58,1,1,7,2,50,1,1,7,2,45,1,1,7,2020859600,2,3
59,2,1,14,1,1,2,6,2,54,1,1,7,2,65,1,7,7,1,56,1,1,7,2020859600,2,3
51,2,1,15,1,1,1,12,2,50,1,1,5,1,52,1,1,7,2,45,2,6,4,2020859800,3,4
23,2,1,14,2,2,0,7,1,23,1,1,5,2,25,1,8,7,2,23,1,8,5,2020859900,3,4
57,2,1,14,1,1,3,6,2,55,1,1,7,2,40,1,1,6,2,55,2,1,7,2020860500,6,4
49,1,2,14,1,1,3,4,1,50,1,1,7,1,45,1,1,7,1,42,1,1,6,2020860500,6,4
48,2,1,4,1,1,3,4,2,51,1,1,4,2,43,1,15,6,2,40,1,1,6,2020861000,6,7
51,1,1,4,1,1,3,6,1,51,1,1,6,1,55,1,1,7,1,50,1,1,2,2020861000,6,7
26,1,1,9,2,2,0,20,1,26,1,1,4,2,18,1,8,4,1,26,1,1,4,2020861000,6,7
31,1,1,5,2,2,0,5,1,26,1,1,4,1,26,1,1,4,2,30,1,1,7,2020861000,6,7
36,2,1,5,1,1,3,20,2,36,1,3,5,2,34,1,1,4,1,33,1,1,3,2020861600,6,4
39,1,1,4,1,1,3,20,1,29,1,2,4,1,65,1,7,4,1,50,2,1,6,2020861600,6,4
39,2,2,5,2,3,1,7,2,40,1,3,7,1,51,1,2,7,2,28,1,2,6,2020861700,3,4
37,1,1,4,1,2,0,3,1,40,1,1,4,2,42,1,1,4,1,45,1,15,6,2020861900,3,5
