﻿Codi Província;Nom Província;Codi Vegueria;Nom Vegueria;Codi Comarca;Nom Comarca;Codi Municipi;Nom Municipi;Població;Cens;Participació 13:00;Participació 18:00;Participació 20:00;Abstenció;Vots nuls;Vots en blanc;Vots a candidatures;Vots vàlids
25;Lleida;5;Alt Pirineu i territori d'Aran;26;Pallars Sobirà;25126;Llavorsí;346;282;69;137;190;92;2;2;186;188
25;Lleida;4;Lleida;33;Segrià;25120;Lleida;140403;92388;20265;39765;46433;45955;724;453;45256;45709
17;Girona;3;Girona;2;Alt Empordà;17093;Llers;1237;935;262;501;564;371;8;7;549;556
25;Lleida;5;Alt Pirineu i territori d'Aran;15;Cerdanya;25127;Lles de Cerdanya;270;229;62;112;144;85;5;2;137;139
8;Barcelona;1;Barcelona;41;Vallès Oriental;08107;Lliçà d'Amunt;15469;12188;2319;4975;5596;6592;83;47;5466;5513
8;Barcelona;1;Barcelona;41;Vallès Oriental;08108;Lliçà de Vall;6497;5243;1581;2704;2822;2421;36;40;2746;2786
25;Lleida;5;Alt Pirineu i territori d'Aran;25;Pallars Jussà;25128;Llimiana;146;131;37;68;80;51;1;0;79;79
8;Barcelona;1;Barcelona;41;Vallès Oriental;08106;Llinars del Vallès;10018;7600;1926;3525;4058;3542;64;28;3966;3994
17;Girona;5;Alt Pirineu i territori d'Aran;15;Cerdanya;17094;Llívia;1431;1100;263;477;616;484;22;4;590;594
43;Tarragona;6;Camp de Tarragona;29;Priorat;43072;Lloar, el;105;91;34;59;69;22;2;2;65;67
25;Lleida;2;Catalunya Central;35;Solsonès;25129;Llobera;188;157;44;84;96;61;2;2;92;94
43;Tarragona;6;Camp de Tarragona;16;Conca de Barberà;43073;Llorac;91;80;23;43;56;24;1;1;54;55
43;Tarragona;8;Penedès;12;Baix Penedès;43074;Llorenç del Penedès;2395;1870;480;945;1075;795;14;7;1054;1061
17;Girona;3;Girona;34;Selva;17095;Lloret de Mar;39089;20123;3961;7974;9347;10776;192;81;9074;9155
17;Girona;3;Girona;31;Ripollès;17096;Llosses, les;212;161;49;81;95;66;1;3;91;94
8;Barcelona;2;Catalunya Central;24;Osona;08109;Lluçà;276;206;82;149;162;44;3;2;157;159
17;Girona;3;Girona;2;Alt Empordà;17102;Maçanet de Cabrenys;698;571;174;340;386;185;13;1;372;373
17;Girona;3;Girona;34;Selva;17103;Maçanet de la Selva;7066;5237;1047;1820;2143;3094;28;12;2103;2115
17;Girona;3;Girona;20;Gironès;17097;Madremanya;288;203;86;132;151;52;3;0;148;148
17;Girona;3;Girona;19;Garrotxa;17098;Maià de Montcal;463;308;102;180;191;117;6;0;185;185
25;Lleida;4;Lleida;33;Segrià;25133;Maials;909;669;188;334;398;271;6;3;389;392
25;Lleida;4;Lleida;38;Urgell;25130;Maldà;227;195;65;110;125;70;0;1;124;125
8;Barcelona;1;Barcelona;21;Maresme;08110;Malgrat de Mar;18772;13815;3085;5954;6784;7031;103;72;6609;6681
8;Barcelona;2;Catalunya Central;24;Osona;08111;Malla;272;220;102;171;189;31;2;5;182;187
8;Barcelona;2;Catalunya Central;24;Osona;08112;Manlleu;20912;12901;3246;5955;6784;6117;83;61;6640;6701
8;Barcelona;2;Catalunya Central;7;Bages;08113;Manresa;78245;51872;12083;24108;27397;24475;311;210;26876;27086
43;Tarragona;6;Camp de Tarragona;29;Priorat;43076;Marçà;600;460;154;264;315;145;3;4;308;312
43;Tarragona;6;Camp de Tarragona;29;Priorat;43075;Margalef;106;85;45;49;55;30;2;1;52;53
8;Barcelona;2;Catalunya Central;7;Bages;08242;Marganell;266;226;68;104;135;91;0;0;135;135
8;Barcelona;1;Barcelona;11;Baix Llobregat;08114;Martorell;28772;18961;4517;8615;9728;9233;132;85;9511;9596
8;Barcelona;1;Barcelona;41;Vallès Oriental;08115;Martorelles;4820;3836;850;1593;1900;1936;30;12;1858;1870
17;Girona;3;Girona;2;Alt Empordà;17100;Masarac;288;197;68;119;131;66;2;1;128;129
43;Tarragona;7;Terres de l'Ebre;22;Montsià;43077;Mas de Barberans;564;440;111;188;229;211;7;1;221;222
43;Tarragona;7;Terres de l'Ebre;22;Montsià;43078;Masdenverge;1071;858;254;386;480;378;7;9;464;473
8;Barcelona;2;Catalunya Central;24;Osona;08116;Masies de Roda, les;719;555;224;354;381;174;2;4;375;379
8;Barcelona;2;Catalunya Central;24;Osona;08117;Masies de Voltregà, les;3132;2517;813;1421;1584;933;20;16;1548;1564
43;Tarragona;8;Penedès;12;Baix Penedès;43079;Masllorenç;505;373;142;229;256;117;8;0;248;248
8;Barcelona;1;Barcelona;21;Maresme;08118;Masnou, el;23831;17673;4250;9269;10756;6917;168;67;10521;10588
43;Tarragona;6;Camp de Tarragona;1;Alt Camp;43080;Masó, la;280;233;80;152;167;66;4;2;161;163
43;Tarragona;6;Camp de Tarragona;8;Baix Camp;43081;Maspujols;823;634;172;359;419;215;9;7;403;410
8;Barcelona;8;Penedès;6;Anoia;08119;Masquefa;9402;7156;1562;2861;3324;3832;41;35;3248;3283
43;Tarragona;6;Camp de Tarragona;29;Priorat;43082;Masroig, el;492;345;102;199;246;99;8;2;236;238
25;Lleida;4;Lleida;33;Segrià;25131;Massalcoreig;610;390;134;208;242;148;18;2;222;224
17;Girona;3;Girona;34;Selva;17101;Massanes;796;588;165;260;298;290;5;3;290;293
25;Lleida;4;Lleida;32;Segarra;25132;Massoteres;212;133;37;72;84;49;2;3;79;82
8;Barcelona;1;Barcelona;40;Vallès Occidental;08120;Matadepera;9496;7283;1546;3828;4886;2397;37;51;4798;4849
8;Barcelona;1;Barcelona;21;Maresme;08121;Mataró;129661;87625;19085;38035;43680;43945;500;351;42829;43180
8;Barcelona;8;Penedès;3;Alt Penedès;08122;Mediona;2369;1772;410;710;846;926;7;9;830;839
25;Lleida;4;Lleida;23;Noguera;25134;Menàrguens;813;598;186;339;388;210;16;2;370;372
17;Girona;5;Alt Pirineu i territori d'Aran;15;Cerdanya;17099;Meranges;100;78;33;41;58;20;6;1;51;52
17;Girona;3;Girona;19;Garrotxa;17105;Mieres;345;269;82;146;171;98;4;9;158;167
43;Tarragona;6;Camp de Tarragona;1;Alt Camp;43083;Milà, el;190;149;51;75;91;58;1;0;90;90
25;Lleida;4;Lleida;27;Pla d'Urgell;25135;Miralcamp;1385;990;216;423;554;436;17;6;531;537
43;Tarragona;7;Terres de l'Ebre;30;Ribera d'Ebre;43084;Miravet;706;512;150;297;341;171;12;7;322;329
8;Barcelona;2;Catalunya Central;42;Moianès;08138;Moià;6383;4577;944;2142;2603;1974;37;28;2538;2566
43;Tarragona;6;Camp de Tarragona;29;Priorat;43085;Molar, el;291;230;79;145;165;65;8;1;156;157
8;Barcelona;1;Barcelona;11;Baix Llobregat;08123;Molins de Rei;25940;19609;5011;10407;12040;7569;148;91;11801;11892
25;Lleida;4;Lleida;27;Pla d'Urgell;25137;Mollerussa;14649;8648;1743;3643;4284;4364;102;25;4157;4182
8;Barcelona;1;Barcelona;41;Vallès Oriental;08124;Mollet del Vallès;51600;37276;8251;16101;18611;18665;311;127;18173;18300
17;Girona;3;Girona;2;Alt Empordà;17106;Mollet de Peralada;198;144;52;94;104;40;1;0;103;103
17;Girona;3;Girona;31;Ripollès;17107;Molló;336;271;100;154;186;85;11;2;173;175
25;Lleida;2;Catalunya Central;35;Solsonès;25136;Molsosa, la;104;95;28;64;67;28;4;0;63;63
8;Barcelona;2;Catalunya Central;42;Moianès;08128;Monistrol de Calders;702;597;174;312;356;241;4;2;350;352
8;Barcelona;2;Catalunya Central;7;Bages;08127;Monistrol de Montserrat;3139;2280;507;925;1106;1174;21;5;1080;1085
17;Girona;3;Girona;19;Garrotxa;17109;Montagut i Oix;930;725;217;375;430;295;7;8;415;423
43;Tarragona;6;Camp de Tarragona;16;Conca de Barberà;43086;Montblanc;7379;5290;1220;2358;2872;2418;51;31;2790;2821
43;Tarragona;6;Camp de Tarragona;8;Baix Camp;43088;Montbrió del Camp;2909;2041;497;932;1107;934;17;5;1085;1090
8;Barcelona;1;Barcelona;40;Vallès Occidental;08125;Montcada i Reixac;36803;25735;5167;10953;12569;13166;182;101;12286;12387
8;Barcelona;2;Catalunya Central;14;Berguedà;08130;Montclar;139;107;12;50;69;38;3;1;65;66
25;Lleida;5;Alt Pirineu i territori d'Aran;15;Cerdanya;25139;Montellà i Martinet;578;487;150;235;306;181;9;8;289;297
8;Barcelona;2;Catalunya Central;24;Osona;08131;Montesquiu;1030;747;206;402;474;273;5;10;459;469
25;Lleida;5;Alt Pirineu i territori d'Aran;4;Alt Urgell;25140;Montferrer i Castellbò;1034;798;194;375;444;354;7;8;429;437
43;Tarragona;6;Camp de Tarragona;1;Alt Camp;43089;Montferri;403;289;75;130;145;144;1;2;142;144
25;Lleida;4;Lleida;23;Noguera;25138;Montgai;643;572;202;329;363;209;9;9;345;354
8;Barcelona;1;Barcelona;21;Maresme;08126;Montgat;12200;8926;2129;4023;4786;4140;53;41;4692;4733
8;Barcelona;2;Catalunya Central;14;Berguedà;08132;Montmajor;469;358;103;180;203;155;8;2;193;195
8;Barcelona;8;Penedès;6;Anoia;08133;Montmaneu;151;129;39;74;86;43;0;0;86;86
43;Tarragona;8;Penedès;12;Baix Penedès;43090;Montmell, el;1582;1306;234;381;425;881;18;0;407;407
8;Barcelona;1;Barcelona;41;Vallès Oriental;08135;Montmeló;8831;6831;1953;3411;3947;2884;67;50;3830;3880
25;Lleida;4;Lleida;33;Segrià;25142;Montoliu de Lleida;483;364;130;212;246;118;2;4;240;244
25;Lleida;4;Lleida;32;Segarra;25141;Montoliu de Segarra;187;155;32;67;87;68;2;2;83;85
8;Barcelona;1;Barcelona;41;Vallès Oriental;08136;Montornès del Vallès;16644;11839;2497;4985;5669;6170;107;53;5509;5562
25;Lleida;4;Lleida;32;Segarra;25143;Montornès de Segarra;96;80;25;43;55;25;2;1;52;53
43;Tarragona;6;Camp de Tarragona;1;Alt Camp;43091;Mont-ral;168;128;39;62;76;52;0;0;76;76
17;Girona;3;Girona;10;Baix Empordà;17110;Mont-ras;1680;1347;397;703;775;572;5;7;763;770
43;Tarragona;6;Camp de Tarragona;8;Baix Camp;43092;Mont-roig del Camp;12460;7648;1734;2956;3538;4110;52;17;3469;3486
8;Barcelona;1;Barcelona;41;Vallès Oriental;08137;Montseny;351;285;89;151;197;88;5;0;192;192
43;Tarragona;7;Terres de l'Ebre;30;Ribera d'Ebre;43093;Móra d'Ebre;5695;3833;904;1559;1998;1835;44;16;1938;1954
43;Tarragona;7;Terres de l'Ebre;30;Ribera d'Ebre;43094;Móra la Nova;3108;2146;569;998;1176;970;36;13;1127;1140
43;Tarragona;6;Camp de Tarragona;36;Tarragonès;43095;Morell, el;3742;2600;668;1265;1406;1194;25;10;1371;1381
43;Tarragona;6;Camp de Tarragona;29;Priorat;43096;Morera de Montsant, la;159;102;39;58;72;30;2;0;70;70
8;Barcelona;2;Catalunya Central;24;Osona;08129;Muntanyola;632;504;172;316;355;149;3;6;346;352
8;Barcelona;2;Catalunya Central;7;Bages;08139;Mura;220;184;58;131;145;39;2;2;141;143
25;Lleida;4;Lleida;38;Urgell;25145;Nalec;90;74;36;51;60;14;0;0;60;60
25;Lleida;5;Alt Pirineu i territori d'Aran;39;Consell General d'Aran;25025;Naut Aran;1836;1417;258;517;725;692;32;7;686;693
8;Barcelona;2;Catalunya Central;7;Bages;08140;Navarcles;6057;4832;1008;2243;2647;2185;36;25;2586;2611
8;Barcelona;2;Catalunya Central;7;Bages;08141;Navàs;6018;4517;1189;2323;2649;1868;21;33;2595;2628
17;Girona;3;Girona;2;Alt Empordà;17111;Navata;1427;1007;301;559;651;356;11;5;635;640
25;Lleida;2;Catalunya Central;35;Solsonès;25146;Navès;284;222;66;117;134;88;7;1;126;127
8;Barcelona;2;Catalunya Central;14;Berguedà;08142;Nou de Berguedà, la;162;143;77;99;112;31;1;0;111;111
43;Tarragona;6;Camp de Tarragona;36;Tarragonès;43097;Nou de Gaià, la;600;409;129;268;289;120;7;3;279;282
43;Tarragona;6;Camp de Tarragona;1;Alt Camp;43098;Nulles;509;355;121;211;239;116;2;3;234;237
25;Lleida;2;Catalunya Central;35;Solsonès;25148;Odèn;258;216;74;118;142;74;1;1;140;141
8;Barcelona;8;Penedès;6;Anoia;08143;Òdena;3668;2749;731;1321;1506;1243;33;25;1448;1473
17;Girona;3;Girona;31;Ripollès;17112;Ogassa;240;194;69;109;133;61;2;0;131;131
8;Barcelona;8;Penedès;3;Alt Penedès;08145;Olèrdola;3768;2795;759;1539;1707;1088;32;20;1655;1675
8;Barcelona;8;Penedès;3;Alt Penedès;08146;Olesa de Bonesvalls;1840;1436;423;735;812;624;18;12;782;794
8;Barcelona;1;Barcelona;11;Baix Llobregat;08147;Olesa de Montserrat;24144;17547;3784;7841;9022;8525;154;111;8757;8868
25;Lleida;5;Alt Pirineu i territori d'Aran;4;Alt Urgell;25149;Oliana;1843;1373;421;701;830;543;11;3;816;819
25;Lleida;4;Lleida;23;Noguera;25150;Oliola;203;166;39;101;118;48;4;1;113;114
25;Lleida;2;Catalunya Central;35;Solsonès;25151;Olius;981;730;220;403;461;269;11;2;448;450
8;Barcelona;8;Penedès;17;Garraf;08148;Olivella;3935;2445;639;1089;1220;1225;21;7;1192;1199
8;Barcelona;2;Catalunya Central;24;Osona;08149;Olost;1202;968;246;491;570;398;12;6;552;558
17;Girona;3;Girona;19;Garrotxa;17114;Olot;35926;23303;5680;10900;12387;10916;173;120;12094;12214
25;Lleida;4;Lleida;32;Segarra;25152;Oluges, les;171;148;38;77;92;56;0;2;90;92
8;Barcelona;2;Catalunya Central;14;Berguedà;08144;Olvan;858;728;206;401;461;267;10;9;442;451
25;Lleida;4;Lleida;18;Garrigues;25153;Omellons, els;206;181;44;89;103;78;5;6;92;98
25;Lleida;4;Lleida;38;Urgell;25154;Omells de na Gaia, els;130;115;30;61;73;42;1;0;72;72
17;Girona;3;Girona;2;Alt Empordà;17115;Ordis;361;278;122;171;200;78;7;4;189;193
25;Lleida;5;Alt Pirineu i territori d'Aran;4;Alt Urgell;25155;Organyà;771;596;186;276;359;237;3;4;352;356
8;Barcelona;2;Catalunya Central;24;Osona;08150;Orís;322;265;87;148;178;87;6;1;171;172
8;Barcelona;2;Catalunya Central;24;Osona;08151;Oristà;549;449;174;281;300;149;5;2;293;295
8;Barcelona;8;Penedès;6;Anoia;08152;Orpí;151;115;30;73;84;31;0;0;84;84
8;Barcelona;1;Barcelona;21;Maresme;08153;Òrrius;758;593;209;360;420;173;4;3;413;416
25;Lleida;4;Lleida;23;Noguera;25156;Os de Balaguer;980;783;231;421;493;290;2;9;482;491
17;Girona;3;Girona;34;Selva;17116;Osor;428;349;128;210;226;123;4;3;219;222
25;Lleida;4;Lleida;38;Urgell;25157;Ossó de Sió;203;159;43;92;105;54;0;5;100;105
8;Barcelona;8;Penedès;3;Alt Penedès;08154;Pacs del Penedès;918;699;223;403;444;255;7;3;434;437
8;Barcelona;1;Barcelona;21;Maresme;08155;Palafolls;9613;7180;1706;3146;3698;3482;70;53;3575;3628
17;Girona;3;Girona;10;Baix Empordà;17117;Palafrugell;23244;14589;2983;6084;6931;7658;122;59;6750;6809
17;Girona;3;Girona;10;Baix Empordà;17118;Palamós;18135;13126;3095;5469;6491;6635;121;57;6313;6370
25;Lleida;4;Lleida;27;Pla d'Urgell;25158;Palau d'Anglesola, el;2166;1613;354;867;998;615;11;21;966;987
17;Girona;3;Girona;2;Alt Empordà;17119;Palau de Santa Eulàlia;90;82;33;49;63;19;0;5;58;63
17;Girona;3;Girona;10;Baix Empordà;17121;Palau-sator;310;223;89;143;156;67;1;0;155;155
17;Girona;3;Girona;2;Alt Empordà;17120;Palau-saverdera;1456;836;230;437;481;355;14;3;464;467
8;Barcelona;1;Barcelona;40;Vallès Occidental;08156;Palau-solità i Plegamans;14892;11317;2633;5476;6222;5095;99;35;6088;6123
43;Tarragona;6;Camp de Tarragona;36;Tarragonès;43100;Pallaresos, els;4850;3597;696;1561;1960;1637;53;13;1894;1907
8;Barcelona;1;Barcelona;11;Baix Llobregat;08157;Pallejà;11622;8669;1931;4435;5052;3617;60;42;4950;4992
43;Tarragona;7;Terres de l'Ebre;30;Ribera d'Ebre;43099;Palma d'Ebre, la;338;274;99;173;194;80;1;0;193;193
8;Barcelona;1;Barcelona;11;Baix Llobregat;08905;Palma de Cervelló, la;2992;2346;677;1297;1516;830;29;9;1478;1487
17;Girona;3;Girona;28;Pla de l'Estany;17123;Palol de Revardit;448;335;121;244;254;81;15;0;239;239
17;Girona;3;Girona;10;Baix Empordà;17124;Pals;2395;1638;533;871;1007;631;20;7;980;987
8;Barcelona;1;Barcelona;11;Baix Llobregat;08158;Papiol, el;4172;3160;666;1567;1791;1369;18;25;1748;1773
17;Girona;3;Girona;31;Ripollès;17125;Pardines;169;132;43;65;84;48;2;2;80;82
8;Barcelona;1;Barcelona;41;Vallès Oriental;08159;Parets del Vallès;19071;14302;3228;6463;7530;6772;106;49;7375;7424
17;Girona;3;Girona;10;Baix Empordà;17126;Parlavà;391;326;152;218;253;73;2;2;249;251
43;Tarragona;6;Camp de Tarragona;16;Conca de Barberà;43101;Passanant i Belltall;155;143;61;84;93;50;2;3;88;91
17;Girona;3;Girona;2;Alt Empordà;17128;Pau;557;335;130;196;226;109;7;1;218;219
43;Tarragona;7;Terres de l'Ebre;9;Baix Ebre;43102;Paüls;545;448;135;211;255;193;4;5;246;251
17;Girona;3;Girona;2;Alt Empordà;17129;Pedret i Marzà;191;138;47;79;97;41;2;1;94;95
25;Lleida;4;Lleida;23;Noguera;25164;Penelles;436;355;119;194;214;141;5;0;209;209
17;Girona;3;Girona;10;Baix Empordà;17130;Pera, la;435;333;88;222;248;85;2;6;240;246
8;Barcelona;2;Catalunya Central;24;Osona;08160;Perafita;405;329;120;180;210;119;7;3;200;203
43;Tarragona;6;Camp de Tarragona;36;Tarragonès;43103;Perafort;1264;934;237;446;513;421;17;2;494;496
17;Girona;3;Girona;2;Alt Empordà;17132;Peralada;1898;1389;457;800;919;470;17;14;888;902
25;Lleida;5;Alt Pirineu i territori d'Aran;4;Alt Urgell;25165;Peramola;347;273;97;161;183;90;5;4;174;178
43;Tarragona;7;Terres de l'Ebre;9;Baix Ebre;43104;Perelló, el;2826;1774;494;818;1058;716;31;12;1015;1027
8;Barcelona;8;Penedès;6;Anoia;08161;Piera;16134;12118;2297;4513;5209;6909;59;46;5104;5150
43;Tarragona;6;Camp de Tarragona;16;Conca de Barberà;43105;Piles, les;210;160;40;96;116;44;4;7;105;112
8;Barcelona;1;Barcelona;21;Maresme;08163;Pineda de Mar;27984;19992;4199;8447;9561;10431;115;58;9388;9446
43;Tarragona;7;Terres de l'Ebre;37;Terra Alta;43106;Pinell de Brai, el;1008;784;241;392;446;338;7;0;439;439
25;Lleida;2;Catalunya Central;35;Solsonès;25166;Pinell de Solsonès;193;167;46;80;91;76;1;2;88;90
25;Lleida;2;Catalunya Central;35;Solsonès;25167;Pinós;286;231;64;131;152;79;3;6;143;149
43;Tarragona;6;Camp de Tarragona;16;Conca de Barberà;43107;Pira;503;380;124;215;230;150;14;4;212;216
8;Barcelona;8;Penedès;3;Alt Penedès;08164;Pla del Penedès, el;1275;933;270;535;598;335;8;10;580;590
43;Tarragona;6;Camp de Tarragona;1;Alt Camp;43108;Pla de Santa Maria, el;2348;1803;480;877;967;836;17;1;949;950
17;Girona;3;Girona;19;Garrotxa;17133;Planes d'Hostoles, les;1712;1272;484;755;870;402;9;9;852;861
17;Girona;3;Girona;31;Ripollès;17134;Planoles;304;227;66;118;147;80;7;4;136;140
25;Lleida;4;Lleida;32;Segarra;25911;Plans de Sió, els;491;419;127;220;270;149;5;12;253;265
25;Lleida;4;Lleida;27;Pla d'Urgell;25168;Poal, el;670;497;197;299;326;171;9;9;308;317
25;Lleida;4;Lleida;18;Garrigues;25169;Pobla de Cérvoles, la;189;175;54;90;112;63;6;8;98;106
8;Barcelona;8;Penedès;6;Anoia;08165;Pobla de Claramunt, la;2185;1654;380;732;914;740;10;8;896;904
8;Barcelona;2;Catalunya Central;14;Berguedà;08166;Pobla de Lillet, la;1093;933;273;486;547;386;5;4;538;542
43;Tarragona;6;Camp de Tarragona;36;Tarragonès;43109;Pobla de Mafumet, la;3971;2757;556;1025;1186;1571;18;26;1142;1168
43;Tarragona;7;Terres de l'Ebre;37;Terra Alta;43110;Pobla de Massaluca, la;317;251;70;130;148;103;1;2;145;147
43;Tarragona;6;Camp de Tarragona;36;Tarragonès;43111;Pobla de Montornès, la;2884;2217;491;859;974;1243;18;8;948;956
25;Lleida;5;Alt Pirineu i territori d'Aran;25;Pallars Jussà;25171;Pobla de Segur, la;3043;2157;528;981;1324;833;28;14;1282;1296
43;Tarragona;6;Camp de Tarragona;29;Priorat;43112;Poboleda;321;258;100;154;176;82;2;2;172;174
8;Barcelona;1;Barcelona;40;Vallès Occidental;08167;Polinyà;8504;6121;1292;2623;2976;3145;51;37;2888;2925
43;Tarragona;6;Camp de Tarragona;1;Alt Camp;43113;Pont d'Armentera, el;488;390;139;213;235;155;5;1;229;230
25;Lleida;5;Alt Pirineu i territori d'Aran;4;Alt Urgell;25030;Pont de Bar, el;152;133;37;65;75;58;1;1;73;74
17;Girona;3;Girona;2;Alt Empordà;17135;Pont de Molins;516;398;103;216;243;155;6;3;234;237
25;Lleida;5;Alt Pirineu i territori d'Aran;5;Alta Ribagorça;25173;Pont de Suert, el;2257;1667;378;659;930;737;18;11;901;912
8;Barcelona;2;Catalunya Central;7;Bages;08182;Pont de Vilomara i Rocafort, el;3907;2994;640;1216;1379;1615;13;15;1351;1366
43;Tarragona;6;Camp de Tarragona;16;Conca de Barberà;43141;Pontils;122;113;36;66;72;41;4;1;67;68
8;Barcelona;8;Penedès;3;Alt Penedès;08168;Pontons;528;382;114;171;209;173;4;2;203;205
17;Girona;3;Girona;2;Alt Empordà;17136;Pontós;260;190;74;116;140;50;2;0;138;138
25;Lleida;4;Lleida;23;Noguera;25172;Ponts;2644;1749;467;846;1033;716;16;8;1009;1017
17;Girona;3;Girona;28;Pla de l'Estany;17137;Porqueres;4677;3547;1056;2228;2419;1128;41;23;2355;2378
43;Tarragona;6;Camp de Tarragona;29;Priorat;43114;Porrera;424;372;120;217;269;103;2;1;266;267
17;Girona;3;Girona;2;Alt Empordà;17138;Portbou;1063;833;289;449;530;303;15;8;507;515
17;Girona;3;Girona;2;Alt Empordà;17140;Port de la Selva, el;958;667;271;397;469;198;17;3;449;452
25;Lleida;4;Lleida;33;Segrià;25174;Portella, la;743;384;147;226;261;123;1;3;257;260
